player_id,footballer_id,footballer_name,Total played,Started,Minutes per game,Total minutes played,Team of the week,Goals conceded per game,Penalties saved,Saves per game,Succ. runs out per game,Goals conceded,Conceded from inside box,Conceded from outside box,Saves made,Goals prevented,Saves from inside box,Saves from outside box,Saves caught,Saves parried,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Big chances missed,Goal conversion,Penalty goals,Penalty conversion,Free kick goals,Free kick conversion,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Penalty won,Assists,Expected Assists (xA),Touches per game,Big chances created,Key passes per game,Accurate per game,Acc. own half,Acc. opposition half,Acc. long balls,Acc. chipped passes,Acc. crosses,Clean sheets,Interceptions per game,Tackles per game,Possession won (final third),Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Errors leading to goal,Penalties committed,Succ. dribbles,Total duels won,Ground duels won,Aerial duels won,Possession lost,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-Red,Red cards,Average Sofascore Rating
759,759,Kacper Gutowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,760,Elias Olsson,23,23,89,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2053min,0,0.2,0,0,25%,0,0%,0,0%,01-Feb,0/2,1,0,0,0,0,0,57,0,0.2,39.3 (83%),27.9 (92%),11.4 (67%),2.8 (39%),1.2 (34%),0.0 (33%),4,0.6,0.7,0,2.7,0.6,4.7,0,0,2,0.0 (0%),2.5 (45%),1.0 (41%),1.5 (48%),8.3,0.8,0.3,0,0,4,0,0,6.68
761,761,Bujar Pllana,20,19,86,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1714min,0.1,1,0.3,1,5%,0,0%,0,0%,Jan-18,0/2,0,0,1,0,1,0,52.3,1,0.3,32.7 (82%),21.8 (93%),10.9 (67%),2.5 (37%),1.3 (37%),0.0 (0%),4,1.2,1.2,0,3.8,0.3,5.1,1,1,1,0.1 (25%),4.1 (53%),1.7 (52%),2.4 (53%),7.8,1.3,0.5,0,0,7,0,0,6.78
762,762,Andrei Chindriș,5,5,86,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,61.6,0,0,38.6 (77%),31.0 (89%),7.6 (50%),2.6 (24%),0.8 (19%),0.0 (0%),0,0.6,0.8,0,2,0.4,5.8,0,0,0,0.0 (0%),4.4 (56%),1.6 (42%),2.8 (70%),12,2,1,0,0,3,0,0,6.58
763,763,Loup-Diwan Gueho,10,4,41,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,1,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0,27.7,0,0,19.0 (87%),13.9 (91%),5.1 (75%),1.5 (52%),0.9 (60%),0.0 (0%),0,0.5,0.4,0,1.7,0.1,2.2,0,0,0,0.0 (0%),2.0 (80%),0.6 (60%),1.4 (93%),3.6,0.2,0.2,0,0,0,0,0,6.59
764,764,Bartosz Brylowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,765,Conrado,15,12,72,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.1,0,0%,0,0%,0,0%,0/3,0/6,0,0,0,0,2,0,46,1,0.5,20.4 (79%),8.7 (84%),12.0 (67%),1.3 (41%),0.7 (39%),0.3 (14%),1,0.8,1.3,0.3,3.6,0.7,2,0,0,0,1.0 (56%),3.9 (52%),3.0 (49%),0.9 (61%),10.9,1,0.7,0.1,0,2,1,1,6.54
766,766,Milosz Kalahur,17,12,60,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0,0/3,0,0,0,0,0,0,35.7,0,0.5,17.4 (80%),7.9 (82%),9.6 (70%),0.9 (35%),0.6 (42%),0.2 (10%),3,0.5,0.8,0,2.6,0.5,2.1,0,0,0,0.1 (25%),2.6 (48%),1.8 (53%),0.8 (38%),7,0.9,1.1,0.1,0,2,0,0,6.64
767,767,Marcel Bajko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,768,Dominik Pila,25,24,86,2159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2159min,0,0.7,0.1,1,6%,0,0%,0/1,0%,01-Oct,0/7,0,1,0,0,1,0,59,4,0.7,25.5 (78%),10.9 (81%),15.4 (70%),2.1 (46%),1.6 (54%),0.7 (27%),4,1.5,2.4,0.1,4.1,1,3.2,0,0,0,0.8 (57%),5.1 (55%),4.0 (56%),1.1 (49%),13.7,1.2,0.8,0,0,2,0,0,6.95
769,769,Ivan Zhelizko,17,17,90,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1.5,0.6,0,0%,0,0%,0/6,0%,0/3,0/23,0,0,0,0,0,0,64.1,0,0.5,41.2 (85%),20.4 (91%),21.1 (73%),2.9 (52%),1.4 (44%),0.3 (11%),0,1.1,2.2,0.5,4.4,0.5,2.2,1,0,1,0.4 (58%),4.8 (56%),3.2 (59%),1.5 (52%),11.2,1.1,0.6,0,0,4,0,0,6.99
770,770,Louis D'Arrigo,11,1,18,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194min,0.1,0.3,0.2,0,33%,0,0%,0,0%,01-Mar,0,0,0,1,0,0,0,10.1,0,0.1,5.4 (87%),2.4 (93%),3.0 (80%),0.3 (38%),0.1 (100%),0.0 (0%),0,0.3,0.9,0,0.5,0.2,0.5,0,0,0,0.1 (50%),1.3 (50%),1.2 (65%),0.1 (13%),1.3,0.2,0.2,0.1,0,0,0,0,6.77
771,771,Adam Kardas,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,1,0,0,1.0 (100%),1.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0
772,772,Sergiy Buletsa,5,4,75,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75min,1,4.4,1.4,5,23%,0,0,0/2,0%,May-18,0/4,0,1,4,0,1,0,36.4,2,1.6,21.8 (86%),4.2 (78%),17.6 (87%),0.4 (67%),0.0 (0%),0.0 (0%),0,0,0.6,0.4,1.2,0.4,0.4,0,0,0,0.6 (75%),3.4 (53%),3.0 (68%),0.4 (20%),5.2,0.6,1.8,0.8,0,1,0,0,7.53
773,773,Rifet Kapic,24,24,88,2115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,705min,0.1,1,0.4,0,12%,0,0,0/1,0%,02-Aug,Jan-17,0,3,0,0,2,0,73.8,6,1.8,48.1 (84%),19.2 (91%),29.6 (75%),4.3 (65%),3.4 (60%),0.7 (24%),0,1.3,1.1,0.6,6.8,0.7,1.4,0,1,0,0.6 (54%),2.4 (45%),2.1 (46%),0.3 (39%),15.5,0.4,0.4,0,0,6,0,0,7.23
774,774,Tomasz Neugebauer,20,13,52,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1039min,0.1,0.9,0.1,1,6%,0,0%,0/3,0%,0/5,Jan-13,0,0,1,0,0,0,34.7,1,0.6,19.5 (80%),8.2 (88%),11.6 (73%),1.1 (41%),0.9 (49%),0.3 (30%),0,0.9,1.5,0.3,3.3,1.2,1.2,0,0,1,0.3 (56%),2.6 (40%),2.2 (45%),0.4 (24%),7,1.2,0.4,0,0,1,0,0,6.78
775,775,Anton Tsarenko,21,14,58,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1225min,0,0.7,0.2,0,7%,0,0%,0,0%,0/5,01-Oct,0,0,1,0,1,0,29.6,3,1.1,17.7 (86%),7.3 (88%),10.6 (80%),0.9 (75%),0.6 (72%),0.2 (19%),0,0.3,1,0.3,2.6,0.7,0.5,0,0,0,0.8 (59%),3.1 (57%),3.0 (59%),0.1 (25%),5.7,0.3,1.1,0,0,2,0,0,6.93
776,776,Karl Wendt,12,2,21,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256min,0.1,0.4,0.3,0,20%,0,0%,0,0%,01-Feb,0/3,0,0,1,0,0,0,11.3,0,0.3,5.6 (79%),2.3 (93%),3.4 (68%),0.3 (75%),0.1 (50%),0.1 (25%),0,0.6,0.6,0.1,0.7,0.1,0.2,0,0,0,0.1 (25%),0.9 (52%),0.8 (59%),0.1 (25%),3.1,0.2,0.2,0,0,1,0,0,6.58
777,777,Maksym Khlan,21,21,83,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,877min,0.1,1.9,0.7,2,5%,0,0%,0,0%,Feb-27,0/12,0,0,2,0,2,0,41.7,1,0.7,17.6 (75%),4.8 (77%),12.9 (71%),0.3 (33%),0.6 (40%),0.1 (9%),0,0.5,1.2,0.7,3.9,0.8,0.9,0,0,0,1.1 (31%),4.1 (38%),3.6 (40%),0.5 (31%),13.4,1.2,1.3,0.3,0,4,0,0,6.66
778,778,Tomasz Wojtowicz,17,6,41,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,697min,0.1,0.5,0.1,1,11%,0,0%,0,0%,01-May,0/4,0,1,0,0,0,0,24.2,1,0.2,10.9 (76%),4.1 (88%),7.1 (63%),0.3 (31%),0.1 (15%),0.3 (19%),0,0.4,1.1,0.2,1.9,0.4,0.6,0,0,0,0.4 (60%),2.5 (54%),2.1 (65%),0.4 (28%),6.1,0.4,0.6,0,0,1,0,0,6.85
779,779,Camilo Mena,17,16,82,1399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,350min,0.2,1.8,0.9,8,13%,0,0,0,0%,Apr-21,0/9,0,0,4,2,3,0,45.4,4,1.2,18.2 (79%),5.1 (82%),13.4 (72%),0.5 (47%),0.5 (62%),0.3 (17%),0,0.9,2.3,0.8,4.7,0.9,0.5,0,0,0,2.0 (49%),6.6 (53%),6.5 (56%),0.1 (12%),12.8,0.8,2.2,0.2,0,3,0,0,7.12
780,780,Kacper Sezonienko,24,7,36,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,3,0%,0,0%,0,0%,0/8,0,0,0,0,0,0,0,14.7,1,0.5,5.1 (65%),1.7 (66%),3.4 (60%),0.0 (0%),0.0 (33%),0.0 (0%),0,0.3,1,0.1,1.6,0.4,0.5,0,1,0,0.3 (40%),2.5 (44%),1.7 (51%),0.8 (34%),5.2,0.8,0.5,0.1,0,3,0,0,6.62
781,781,Bartosz Borkowski,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,782,Bogdan Viunnyk,23,20,70,1606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,402min,0.2,1.7,0.6,3,10%,0,0%,0,0%,Apr-30,0/10,0,1,3,2,2,0,24.3,6,0.7,8.4 (66%),3.2 (70%),5.4 (62%),0.3 (54%),0.1 (33%),0.1 (23%),0,0.3,0.7,0.3,2.1,0.3,0.6,0,0,0,0.4 (33%),3.6 (39%),2.1 (42%),1.5 (35%),9.3,1.4,1.1,0.3,0,5,0,0,6.92
783,783,Tomas Bobcek,11,10,77,842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,168min,0.5,2.9,1,6,16%,0,0%,0,0%,May-27,0/5,0,2,3,0,1,0,30.1,1,0.7,8.3 (60%),2.4 (70%),6.0 (56%),0.5 (42%),0.5 (63%),0.1 (33%),0,0.2,1,0.4,1.4,0.5,1.3,0,0,0,0.9 (59%),7.2 (47%),3.3 (48%),3.9 (46%),9.3,1.6,1.4,0.4,0,2,0,0,7.15
784,784,Filip Majchrowicz,3,3,90,270,0,0.7,02-Feb,2.7 (80%),1.3 (100%),2,2,0,8,0,3,3,0,1,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,37.3,0,0,16.0 (62%),14.7 (80%),1.3 (18%),4.7 (33%),2.0 (55%),0.0 (0%),1,0,0,0,7,0,3,0,0,0,0.0 (0%),0.7 (100%),0.3 (100%),0.3 (100%),9.7,0,0.3,0,7.7,1,0,0,7.27
785,785,Michal Szromnik,22,22,90,1980,0,1.2,0/2,2.3 (65%),0.3 (100%),27,24,3,50,0,32,18,0,13,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,1,0,40.9,1,0.1,24.5 (77%),22.9 (88%),1.7 (28%),4.5 (38%),1.3 (54%),0.0 (0%),6,0,0,0,7.5,0,0.8,1,0,0,0.0 (0%),0.6 (100%),0.3 (100%),0.3 (100%),7.5,0,0.3,0,7.6,2,0,0,6.92
786,786,Kamil Soberka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,787,Mateusz Jelen,3,3,90,270,0,1.3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,788,Dominik Szala,14,11,66,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0,0,0%,0,0%,0,0%,0/6,0/1,0,0,0,0,0,0,57.6,0,0.2,36.9 (85%),24.1 (89%),12.8 (76%),1.7 (41%),0.4 (26%),0.0 (0%),0,1.4,1.3,0,2.1,0.8,3.1,1,1,1,0.1 (33%),2.4 (39%),1.6 (39%),0.9 (40%),8.6,1.4,0.2,0,0,2,0,0,6.68
789,789,Kryspin Szczesniak,17,16,86,1457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,1,0%,0,0%,0,0%,0/2,0,0,0,0,0,0,0,65.5,0,0.2,47.4 (90%),37.8 (95%),9.6 (74%),3.4 (55%),1.2 (43%),0.0 (0%),4,1,0.9,0,2.5,0.4,5.9,0,0,1,0.1 (50%),3.8 (58%),1.7 (55%),2.1 (60%),5.9,1,0.9,0.1,0,1,0,1,7
790,790,Josema,18,16,82,1482,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,494min,0.2,0.3,0.2,0,60%,0,0%,0,0%,02-Mar,01-Feb,0,2,1,0,0,0,81.1,0,0.4,58.3 (87%),41.3 (92%),17.2 (77%),4.7 (47%),3.2 (55%),0.2 (31%),4,1.8,1.8,0.1,5.2,0.3,3.8,0,2,1,0.3 (100%),4.6 (63%),3.0 (66%),1.6 (59%),10.3,0.8,1,0,0,2,0,0,7.17
791,791,Rafal Janicki,19,19,87,1646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.4,0.1,1,0%,0,0%,0,0%,0/6,0/1,0,0,0,0,1,0,74.1,0,0.2,58.1 (92%),44.3 (96%),13.8 (80%),3.7 (57%),1.3 (46%),0.1 (100%),6,1.1,1.3,0.1,4.7,0.5,4.6,1,0,0,0.1 (100%),3.3 (58%),1.8 (55%),1.5 (63%),5.6,0.8,0.4,0.1,0,4,1,2,6.95
792,792,Erik Janza,6,6,90,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0,0/1,0,0,0,0,2,0,67.5,1,1,34.2 (79%),22.0 (85%),13.2 (60%),3.2 (46%),2.7 (62%),1.0 (22%),2,1.2,1.5,0,3.3,0.7,1.5,0,0,0,0.3 (100%),3.8 (64%),2.5 (65%),1.3 (62%),17,0.7,0.7,0.2,0,1,0,0,7.27
793,793,Manu Sánchez,24,21,78,1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1875min,0,0.5,0.1,1,9%,0,0%,0,0%,01-Aug,0/3,0,1,0,0,0,0.84,46.7,0,0.3,16.8 (71%),7.7 (81%),9.7 (59%),0.8 (23%),0.4 (33%),0.5 (23%),3,0.9,2.3,0.2,3,0.9,1.7,1,0,1,0.3 (29%),3.5 (44%),3.1 (48%),0.3 (26%),12.6,1.5,0.6,0,0,6,0,0,6.63
794,794,Norbert Wojtuszek,19,11,61,1152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1152min,0.1,0.6,0.1,2,8%,0,0%,0,0%,01-Aug,0/4,0,1,0,0,1,0,53.1,2,0.8,32.5 (88%),18.5 (89%),14.3 (83%),1.5 (64%),0.9 (53%),0.3 (28%),0,1.2,2.2,0.3,3.3,0.6,2,1,0,0,0.9 (72%),4.3 (59%),3.7 (65%),0.6 (38%),7.4,0.7,0.6,0.1,0,2,0,0,7.07
795,795,Norbert Barczak,5,3,48,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0,0,0%,0,0%,0,0%,0,0/3,0,0,0,0,0,0,38.6,0,0.6,20.4 (81%),8.8 (85%),11.8 (76%),1.4 (44%),0.2 (20%),0.2 (25%),0,0.6,0.4,0.4,2.8,0.6,1.6,0,0,0,0.6 (60%),1.6 (30%),1.2 (30%),0.4 (29%),8.4,1.6,0.2,0,0,0,1,1,6.4
796,796,Damian Rasak,7,7,80,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1,0,0,0%,0,0%,0,0%,0/1,0/6,0,0,0,0,0,0,54.9,0,0.4,34.3 (86%),16.3 (91%),18.0 (79%),1.0 (64%),1.7 (71%),0.0 (0%),0,0.9,1.4,0.3,4.1,0.4,1.3,0,1,0,0.9 (55%),4.6 (55%),3.6 (57%),1.0 (50%),9.3,0.7,1.3,0,0,1,0,0,7.18
797,797,Patrik Hellebrand,24,22,77,1842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,921min,0.1,1.1,0.3,0,8%,0,0%,0,0%,01-Jun,Jan-20,0,0,2,0,0,0,74.6,0,0.9,58.9 (94%),28.9 (95%),30.1 (92%),6.6 (87%),3.5 (83%),0.1 (25%),0,1.3,2.4,0.3,6.6,1.1,0.7,0,0,0,0.5 (72%),4.8 (68%),4.6 (70%),0.1 (33%),5.8,0.3,1.7,0.1,0,2,0,0,7.38
798,798,Lukas Ambros,21,5,36,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,757min,0,1,0.4,3,5%,0,0%,0,0%,Jan-14,0/6,0,1,0,0,1,0,23,2,0.6,13.9 (86%),5.5 (88%),8.4 (83%),1.6 (87%),0.6 (57%),0.0 (17%),0,0.1,0.5,0,1.5,0.4,0.2,1,0,0,0.7 (54%),2.2 (46%),2.0 (49%),0.2 (27%),4.1,0.8,0.8,0.1,0,1,0,0,6.88
799,799,Nikodem Zielonka,5,5,72,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10.0 (74%),0,0,0.4 (29%),0,0.4 (40%),0,0,0,0,3.8,1.4,1,1,0,0,1.4 (70%),7.0 (42%),0,1.2 (33%),0,1.2,1.6,0,0,1,0,0,6.62
800,800,Kamil Lukoszek,16,13,61,979,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245min,0.3,1.8,0.6,3,14%,0,0,0,0%,Mar-16,01-Dec,0,4,0,0,2,0,31.7,1,0.9,16.3 (83%),5.8 (81%),10.8 (79%),0.6 (71%),0.6 (91%),0.3 (24%),0,0.3,1.2,0.3,2.2,0.6,0.6,0,0,0,0.3 (31%),3.3 (51%),3.1 (55%),0.2 (23%),6.4,0.8,1.7,0.1,0,4,0,0,6.98
801,801,Yosuke Furukawa,17,9,51,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,875min,0.1,1.7,0.3,1,3%,0,0%,0,0%,Jan-19,0/10,0,0,1,0,1,0,32,2,1,14.8 (84%),4.5 (83%),10.8 (76%),0.1 (33%),0.1 (40%),0.4 (22%),0,0.4,0.8,0.3,2.8,0.3,0.2,0,0,0,1.4 (52%),3.6 (46%),3.1 (50%),0.5 (30%),8.8,0.3,0.9,0.1,0,1,0,0,6.85
802,802,Taofeek Ismaheel,24,20,62,1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,745min,0.1,1.7,0.5,6,5%,0,0%,0,0%,Feb-29,0/12,0,1,1,0,3,0,39.1,6,1,20.0 (82%),6.6 (88%),13.6 (73%),0.5 (58%),0.5 (72%),0.2 (11%),0,0.6,0.8,0.6,3.2,0.7,0.3,0,0,0,1.1 (47%),4.0 (52%),3.5 (54%),0.5 (37%),10.2,0.5,1.6,0.2,0,4,0,0,7
803,803,Aleksander Tobolik,2,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0,0,0%,0,0%,0,0%,0,0/1,0,0,0,0,0,0,3,0,0.5,1.5 (100%),0.5 (100%),1.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),1,0,0,0,0,0,0,0,6.6
804,804,Pawel Olkowski,13,2,28,369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369min,0.1,0.3,0.1,0,25%,0,0%,0,0%,01-Apr,0,0,0,1,0,1,0,20.6,1,0.5,9.1 (76%),4.0 (81%),5.2 (69%),0.4 (71%),0.4 (56%),0.2 (29%),0,0.5,0.7,0.2,1.5,0.5,1.1,0,0,0,0.6 (57%),2.3 (45%),1.5 (44%),0.8 (48%),5.5,0.4,0.4,0.1,0,1,0,0,6.67
805,805,Sinan Bakış,9,0,16,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0,1,0%,0,0%,0,0%,0/5,0,0,0,0,0,0,0,6,0,0.1,1.7 (75%),0.6 (83%),1.1 (71%),0.0 (0%),0.0 (0%),0.0 (0%),0,0.1,0.1,0,0.3,0,0.1,0,0,0,0.1 (50%),1.0 (53%),0.9 (53%),0.1 (50%),2,0.1,0.7,0.3,0,0,0,0,6.57
806,806,Luka Zahovic,23,20,67,1551,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,259min,0.3,1.6,0.6,8,16%,0,0,0/1,0%,Jun-30,0/7,1,1,4,0,5,0,30.2,5,1.2,16.6 (82%),7.6 (88%),9.2 (75%),1.0 (68%),0.4 (50%),0.3 (33%),0,0.2,0.5,0.1,2.3,0.3,0.4,0,0,0,0.3 (41%),2.0 (40%),1.8 (45%),0.2 (23%),6.9,0.8,1,0.4,0,1,0,0,6.97
807,807,Aleksander Buksa,20,10,46,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,911min,0.1,0.9,0.5,3,6%,0,0%,0,0%,Jan-16,0/2,0,0,1,0,0,0,12.9,0,0.4,4.8 (64%),2.3 (69%),2.6 (59%),0.1 (67%),0.2 (60%),0.0 (0%),0,0.1,0.5,0.3,1,0.1,0.4,0,0,0,0.2 (50%),1.9 (36%),0.8 (35%),1.1 (36%),4.6,0.8,0.3,0.2,0,2,0,0,6.7
808,808,Lukas Podolski,19,18,73,1383,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,277min,0.3,2.8,1.1,2,9%,0,0%,0/1,0%,Apr-22,Jan-32,0,5,0,0,1,0,45,3,1.8,29.6 (85%),10.2 (96%),19.8 (77%),4.6 (71%),3.1 (61%),0.5 (32%),0,0.1,0.4,0.2,1.7,0.3,0.6,0,0,0,0.3 (60%),1.9 (52%),1.5 (60%),0.4 (36%),8.3,0.1,0.8,0.1,0,4,0,0,7.27
809,809,Frantisek Plach,25,25,90,2250,2,1,01-May,2.7 (72%),0.3 (100%),26,25,1,67,0,45,22,0,8,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,39.6,0,0.1,17.0 (54%),11.5 (84%),5.5 (31%),7.1 (34%),1.5 (60%),0.0 (0%),9,0,0,0,8.1,0.1,0.7,0,0,0,0.1 (100%),0.4 (79%),0.2 (57%),0.3 (100%),14.6,0,0.2,0,5.8,1,0,0,7
810,810,Karol Szymanski,4,4,120,480,0,1.8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,811,Bartlomiej Jelonek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,812,Dawid Rychta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,813,Miguel Nóbrega,4,4,85,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0.3,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0,52.3,0,0.3,31.3 (79%),23.0 (93%),8.3 (54%),2.0 (24%),1.3 (38%),0.0 (0%),2,0.8,0.8,0,2.3,0.3,5.8,0,0,1,0.3 (100%),3.8 (63%),1.8 (58%),2.0 (67%),8.8,1,0.8,0,0,0,0,0,6.95
814,814,Tomas Huk,22,20,84,1850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.2,2,0%,0,0%,0,0%,0/8,0/5,0,0,0,0,0,0,55.6,0,0.3,33.8 (82%),19.5 (89%),14.3 (73%),2.6 (44%),2.0 (56%),0.0 (11%),8,0.9,1.3,0.1,3.8,0.5,2.9,1,0,2,0.2 (50%),4.9 (54%),2.5 (52%),2.4 (56%),10.7,1.2,1,0.1,0,3,1,1,6.95
815,815,Jakub Czerwinski,21,21,89,1867,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1867min,0,0.9,0.3,5,6%,0,0%,0,0%,Jan-17,0/1,0,0,1,1,1,0,55.2,1,0.3,36.7 (83%),23.7 (89%),13.1 (75%),3.7 (50%),2.1 (59%),0.0 (50%),6,1,0.8,0,3.6,0.5,4.1,1,0,0,0.1 (67%),3.7 (51%),1.5 (44%),2.2 (57%),8.2,1.3,0.7,0,0,5,0,1,7.03
816,816,Constantin Reiner,1,1,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0 (91%),0,0,5.0 (56%),0,0.0 (0%),0,0,0,0,12,1,7,1,0,0,0.0 (0%),5.0 (45%),0,2.0 (50%),0,1,0,0,0,0,0,0,7.5
