player_id,footballer_id,footballer_name,Total played,Started,Minutes per game,Total minutes played,Team of the week,Goals conceded per game,Penalties saved,Saves per game,Succ. runs out per game,Goals conceded,Conceded from inside box,Conceded from outside box,Saves made,Goals prevented,Saves from inside box,Saves from outside box,Saves caught,Saves parried,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Big chances missed,Goal conversion,Penalty goals,Penalty conversion,Free kick goals,Free kick conversion,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Penalty won,Assists,Expected Assists (xA),Touches per game,Big chances created,Key passes per game,Accurate per game,Acc. own half,Acc. opposition half,Acc. long balls,Acc. chipped passes,Acc. crosses,Clean sheets,Interceptions per game,Tackles per game,Possession won (final third),Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Errors leading to goal,Penalties committed,Succ. dribbles,Total duels won,Ground duels won,Aerial duels won,Possession lost,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-Red,Red cards,Average Sofascore Rating
57,57,Ersin Destanoğlu,1,1,90,90,0,2,0,4.0 (67%),0.0 (0%),2,2,0,4,0.26,4,0,1,1,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,41,0,0,18.0 (67%),15.0 (94%),3.0 (27%),4.0 (31%),1.0 (33%),0.0 (0%),0,0,0,0,12,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),10,0,0,0,8,3,0,0,7.08
58,58,Mert Günok,4,4,90,360,0,1,0,1.3 (56%),1.3 (100%),4,4,0,5,0,5,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,32.5,0,0.3,18.3 (73%),15.5 (86%),2.8 (39%),4.5 (41%),1.3 (42%),0.0 (0%),2,0,0,0,6,0,0.5,0,0,0,0.0 (0%),0.5 (100%),0.3 (100%),0.3 (100%),7.3,0.3,0.3,0,6.8,0,0,0,6.97
59,59,Emir Yaşar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,Göktuğ Baytekin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,Felix Uduokhai,21,21,88,1855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.1,2,0%,0,0%,0,0%,0/11,0/1,0,0,0,0,0,0.59,72.9,0,0.2,53.7 (90%),35.1 (93%),18.6 (84%),3.1 (55%),1.5 (43%),0.0 (0%),7,1.2,1,0,3.9,0.2,4.9,1,0,0,0.1 (50%),5.0 (61%),1.9 (57%),3.2 (63%),7.2,0.9,0.8,0,0,1,0,0,7.03
62,62,Emirhan Topçu,2,1,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,21,0,0,13.5 (77%),9.5 (95%),4.0 (53%),0.5 (20%),0.0 (0%),0.0 (0%),0,0.5,0,0,1,0.5,1,0,0,0,0.5 (100%),1.0 (50%),1.0 (50%),0.0 (0%),4,0.5,0.5,0,0,0,0,0,7.06
63,63,Tayyip Talha Sanuç,12,7,43,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0/2,0,0,0,0,0,0,0.04,28.4,0,0,18.5 (86%),12.6 (89%),5.9 (79%),0.8 (42%),0.7 (57%),0.0 (0%),0,0.6,0.9,0,1.2,0.3,2.3,1,0,0,0.1 (100%),2.4 (56%),1.1 (46%),1.3 (67%),3.7,0.8,0.1,0,0,1,0,1,6.67
64,64,Gabriel Paulista,10,10,74,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,740min,0.1,0.7,0.1,0,14%,0,0%,0,0%,01-May,0/2,1,0,0,0,0,0.18,58.9,0,0.3,42.9 (88%),24.5 (93%),18.4 (83%),3.2 (55%),2.0 (53%),0.0 (0%),2,1.1,0.4,0,3.1,0.3,4.9,0,0,0,0.3 (100%),4.7 (67%),1.3 (68%),3.4 (67%),6.2,0.2,0.6,0,0,0,0,0,7.01
65,65,Necip Uysal,1,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,29,0,0,21.0 (91%),18.0 (95%),3.0 (75%),1.0 (50%),1.0 (50%),0.0 (0%),0,1,1,0,5,0,3,0,0,0,0.0 (0%),1.0 (50%),1.0 (50%),0.0 (0%),3,1,0,0,0,0,0,0,6.88
66,66,Arthur Masuaku,24,22,82,1961,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.9,0.2,0,0%,0,0%,0/8,0%,0/2,0/20,0,0,0,0,6,3.15,75.3,7,1.5,38.9 (86%),17.3 (91%),22.8 (70%),2.2 (48%),0.5 (27%),1.2 (20%),8,0.8,2.1,0.1,4.9,0.8,2.2,2,1,0,1.6 (62%),5.7 (57%),4.5 (57%),1.2 (57%),16,0.9,0.9,0.1,0,6,0,0,7.19
67,67,Emrecan Terzi,10,5,50,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0.1,1,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,0,0.28,33.7,1,0.3,13.5 (75%),6.6 (87%),7.2 (61%),0.6 (22%),0.4 (29%),0.3 (20%),1,1.3,2,0.1,2,0.9,1.1,0,0,0,0.3 (33%),3.5 (53%),2.8 (58%),0.7 (39%),8.1,0.7,0.5,0,0,0,0,0,6.78
68,68,Jonas Svensson,21,21,87,1826,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0,0/4,0,0,0,0,2,1.85,70.7,3,0.7,40.9 (84%),18.5 (86%),22.7 (81%),1.0 (29%),0.7 (48%),0.3 (47%),8,1.2,2.1,0.3,3.7,0.9,2.5,0,0,0,0.1 (30%),5.0 (55%),3.9 (58%),1.0 (47%),10.4,1.4,1.7,0,0,4,0,0,7.1
69,69,Onur Bulut,14,2,26,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0.1,0,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,1,1.31,21.5,2,0.3,11.9 (81%),6.1 (82%),6.0 (76%),0.5 (44%),0.1 (20%),0.2 (30%),0,0.4,0.7,0.1,1.6,0,0.7,0,0,0,0.1 (33%),1.4 (63%),1.2 (71%),0.2 (38%),4.3,0.3,0.4,0,0,0,0,0,6.7
70,70,Moatasem Al-Musrati,5,4,75,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75min,1,4.4,1.4,5,23%,0,0,0/2,0%,May-18,0/4,0,1,4,0,1,0,36.4,2,1.6,21.8 (86%),4.2 (78%),17.6 (87%),0.4 (67%),0.0 (0%),0.0 (0%),0,0,0.6,0.4,1.2,0.4,0.4,0,0,0,0.6 (75%),3.4 (53%),3.0 (68%),0.4 (20%),5.2,0.6,1.8,0.8,0,1,0,0,7.53
71,71,Jean Onana,4,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0,0/1,0,0,0,0,0,0.01,8.8,0,0,3.8 (83%),1.3 (100%),2.5 (77%),0.8 (60%),0.3 (100%),0.0 (0%),0,0.3,0.8,0,1,0.3,0.8,0,0,0,0.3 (100%),1.3 (31%),1.0 (44%),0.3 (14%),1.8,0.8,0,0,0,0,0,0,6.66
72,72,Gedson Fernandes,25,25,86,2142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,714min,0.1,1.6,0.5,4,8%,0,0%,0/2,0%,Mar-24,0/15,0,0,3,0,0,2.7,58.3,2,0.8,32.8 (84%),12.2 (88%),20.6 (79%),1.2 (55%),1.0 (60%),0.0 (5%),0,0.9,2.6,0.6,5.4,1,1,0,0,0,1.6 (57%),7.1 (57%),6.5 (60%),0.6 (36%),12,1.2,2.4,0.2,0,1,1,1,7.15
73,73,Cher Ndour,4,2,54,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.05,36,0,0.3,20.5 (79%),9.3 (84%),11.5 (73%),0.3 (33%),0.3 (50%),0.3 (33%),0,0.5,0.5,0.5,3,1.3,1,0,0,0,0.0 (0%),4.3 (40%),1.8 (35%),2.5 (45%),8.3,0.8,1.5,0,0,0,0,0,6.9
74,74,João Mário,18,14,63,1141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,571min,0.1,1.1,0.3,1,10%,0,0,0,0%,Feb-14,0/6,0,1,1,0,1,2.44,45.7,0,1.1,30.3 (87%),9.1 (92%),22.0 (81%),1.2 (57%),1.0 (41%),0.8 (33%),0,0.1,0.9,0.8,3.9,0.4,0.3,0,0,0,0.7 (57%),2.6 (51%),2.3 (53%),0.3 (40%),8.8,0.5,0.6,0.1,0,1,0,0,7.05
75,75,Salih Uçan,13,5,35,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.2,1,0%,0,0%,0/1,0%,0/5,0/3,0,0,0,0,0,1.11,26.3,2,0.5,15.8 (83%),5.8 (93%),10.0 (74%),1.4 (56%),1.4 (62%),0.0 (0%),0,0.4,1.2,0.1,2.8,0.8,0.6,0,0,0,0.2 (38%),2.7 (43%),2.1 (44%),0.6 (42%),5.1,1.2,0.6,0,0,1,0,0,6.9
76,76,Alex Oxlade-Chamberlain,12,8,47,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565min,0.1,0.6,0.2,1,14%,0,0%,0,0%,0/1,01-Jun,0,0,1,0,0,0.29,30.8,0,0,21.3 (86%),7.7 (91%),13.8 (81%),2.0 (65%),1.6 (54%),0.1 (17%),0,0,0.9,0.1,3.1,0.6,0.7,0,0,0,0.2 (40%),2.0 (51%),1.5 (51%),0.5 (50%),5.6,0.3,0.4,0,0,1,0,0,6.73
77,77,Fahri Ay,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,4,0,0,4.0 (100%),0.0 (0%),4.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,6.5
78,78,Bakhtiyor Zaynutdinov,9,3,41,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0/1,0%,0,0/1,0,0,0,0,0,0.25,30.8,0,0.3,17.0 (85%),11.4 (94%),5.6 (64%),1.7 (56%),1.0 (53%),0.0 (0%),0,0.6,0.8,0,2.2,0.2,2.7,0,1,0,0.2 (40%),3.9 (69%),2.0 (69%),1.9 (68%),5.3,0.4,1,0,0,0,0,0,6.75
79,79,Semih Kılıçsoy,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,6,0,0,2.0 (50%),0.0 (0%),2.0 (50%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,1.0 (100%),1.0 (100%),1.0 (100%),0.0 (0%),3,0,0,0,0,0,0,0,6.79
80,80,Ernest Muci,21,10,47,979,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245min,0.2,1.7,0.6,2,11%,0,0%,0/1,0%,Apr-21,0/14,0,1,3,1,1,2,31.5,4,0.9,16.4 (85%),4.0 (85%),12.8 (76%),0.4 (60%),0.4 (42%),0.4 (18%),0,0.4,0.6,0.4,2.3,0.7,0.3,0,0,0,1.0 (53%),2.8 (44%),2.4 (45%),0.4 (40%),7.8,0.7,0.9,0.2,0,1,0,0,6.96
81,81,Arda Kılıç,2,0,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,16.5,0,0.5,8.5 (85%),2.0 (100%),6.5 (65%),0.5 (100%),0.0 (0%),0.0 (0%),0,0,0,0,1,0.5,0.5,0,0,0,0.5 (50%),1.5 (33%),1.0 (29%),0.5 (50%),6,0.5,0.5,0,0,1,0,0,6.55
82,82,Milot Rashica,4,4,66,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1.8,0.3,0,0%,0,0%,0,0%,0/2,0/5,0,0,0,0,2,0,29.8,1,0.5,14.8 (82%),4.0 (84%),11.3 (69%),1.3 (50%),0.5 (67%),0.5 (17%),0,0,0.8,0.3,2.5,1,0,0,0,0,0.0 (0%),1.3 (26%),1.3 (28%),0.0 (0%),9.5,1,0.5,0.3,0,0,0,0,7.15
83,83,Can Keleş,11,1,26,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283min,0.1,1.2,0.4,0,8%,0,0%,0,0%,01-Jul,0/6,0,1,0,1,1,0.4,15.5,1,0.6,6.7 (79%),1.9 (95%),5.1 (64%),0.1 (50%),0.1 (100%),0.3 (19%),0,0.1,0.3,0,1,0.1,0.1,0,0,0,0.2 (22%),1.1 (41%),1.1 (50%),0.0 (0%),4.8,0,0.6,0,0,0,0,0,6.83
84,84,Rafa,6,5,60,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361min,0.2,2,0.5,1,8%,0,0%,0,0%,01-Sep,0/3,1,0,0,0,1,0,40.8,3,1.3,21.8 (87%),5.0 (100%),17.2 (77%),0.2 (33%),0.3 (50%),0.3 (15%),0,0.3,0.3,1,2,0,0.3,0,0,0,2.3 (58%),4.0 (55%),3.5 (51%),0.5 (100%),9.2,1.2,0.8,0.7,0,0,0,0,7.19
85,85,Ciro Immobile,23,21,74,1703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,155min,0.5,2.3,0.8,7,21%,0,0,0/2,0%,Nov-44,0/8,2,1,8,1,3,3.66,31.2,5,0.9,14.5 (70%),4.8 (86%),9.8 (64%),0.2 (56%),0.3 (44%),0.1 (33%),0,0.1,0.5,0.3,1.1,0.2,0.9,1,0,0,0.5 (57%),2.7 (43%),1.7 (42%),1.1 (44%),10.1,0.7,0.7,0.5,0,3,0,0,7
86,86,Mustafa Hekimoğlu,10,0,19,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.7,0.3,3,0%,0,0%,0,0%,0/7,0,0,0,0,1,0,0.02,7.3,0,0,1.7 (61%),0.6 (55%),1.1 (58%),0.2 (67%),0.0 (0%),0.0 (0%),0,0.2,0.4,0.1,0.6,0,0,0,0,0,0.0 (0%),1.2 (40%),0.8 (44%),0.4 (33%),3.2,0.8,0.5,0.1,0,1,0,0,6.68
87,87,Uğurcan Çakır,2,2,90,180,0,1,0,3.5 (78%),0.5 (100%),2,2,0,7,0,4,3,0,1,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,28,0,0,15.0 (68%),12.0 (89%),3.0 (35%),4.0 (38%),0.5 (50%),0.0 (0%),1,0,0,0,4.5,0,0.5,0,1,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),7,0,0,0,4,0,0,0,7.32
88,88,Onuralp Çevikkan,1,1,90,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,Taha Tepe,3,3,90,270,0,2,0/1,4.3 (68%),0.0 (0%),6,4,2,13,-0.32,8,5,0,6,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,35.3,0,0,19.7 (73%),15.7 (89%),4.0 (43%),6.3 (46%),2.3 (78%),0.0 (0%),0,0,0,0,7,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),7.3,0,0,0,5,1,0,0,7.2
90,90,Serdar Saatçı,9,4,52,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0.1,0,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,0,0.02,35,0,0,24.0 (87%),18.6 (93%),5.4 (71%),1.4 (62%),0.6 (42%),0.0 (0%),0,0.8,0.9,0,1.8,0.6,2,0,0,0,0.2 (100%),3.4 (55%),1.8 (52%),1.7 (60%),4,1.1,0.7,0,0,5,0,0,6.64
91,91,Arseniy Batagov,13,13,90,1170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1170min,0.1,0.4,0.1,1,20%,0,0%,0,0%,01-Apr,0/1,1,0,0,0,1,1.01,74.2,2,0.3,52.9 (85%),34.3 (92%),18.6 (75%),3.7 (40%),2.6 (45%),0.0 (0%),6,1.9,1.5,0,4.8,0.2,4.9,1,0,0,0.1 (50%),3.5 (60%),1.7 (63%),1.8 (57%),10.1,0.5,0.1,0.1,0,0,0,0,7.1
92,92,Stefano Denswil,9,8,84,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,754min,0.1,0.6,0.1,0,20%,0,0%,0/1,0%,01-Apr,0/1,0,1,0,0,0,0.35,56.6,1,0.1,44.6 (92%),27.6 (98%),17.0 (84%),2.4 (56%),1.0 (50%),0.0 (0%),3,0.4,0.8,0,1.8,0.1,2.7,0,0,2,0.3 (60%),3.2 (63%),1.8 (67%),1.4 (59%),4.4,0.7,0.7,0,0,2,0,0,6.95
93,93,Stefan Savic,9,8,63,570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.07,49.6,0,0.1,36.2 (88%),22.8 (95%),13.4 (79%),3.2 (57%),2.2 (63%),0.0 (0%),2,1.3,0.4,0,3,0.3,4.1,0,0,0,0.0 (0%),2.4 (56%),0.7 (35%),1.8 (73%),5.6,0.7,0.2,0,0,2,0,0,6.87
94,94,Hüseyin Türkmen,5,4,62,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.4,0,0,0%,0,0%,0,0%,0/2,0,0,0,0,0,0,0.15,41.2,1,0.6,25.6 (85%),16.4 (89%),9.8 (75%),2.0 (56%),1.0 (50%),0.6 (50%),0,1,1,0,1.4,0,2.8,0,0,0,0.0 (0%),3.4 (59%),1.8 (69%),1.6 (50%),6,0.4,0.8,0,0,1,0,0,6.8
95,95,Ali Şahin Yılmaz,5,1,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.01,12.2,0,0,8.4 (91%),5.0 (93%),3.4 (85%),0.4 (50%),0.6 (60%),0.0 (0%),0,0,0.2,0,1.4,0,0.6,1,0,0,0.0 (0%),1.0 (50%),0.2 (25%),0.8 (67%),1.4,0.6,0,0,0,2,0,0,6.55
96,96,Eren Elmalı,4,3,56,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,1,0,42.8,0,1.5,25.8 (87%),13.0 (88%),13.5 (81%),0.5 (33%),0.8 (100%),0.8 (43%),0,1.3,0.8,0,2.3,0.3,1.5,0,0,0,0.8 (100%),2.8 (50%),2.0 (57%),0.8 (38%),5.5,1.3,0.5,0,0,0,0,0,6.91
97,97,Borna Barisic,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,4,0,0,2.0 (100%),1.0 (100%),1.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),1,0,0,0,0,0,0,0,6.81
98,98,Arif Boşluk,9,3,32,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.1,0,0%,0,0%,0,0%,0/2,0/3,0,0,0,0,1,0.31,24.2,0,0.6,12.1 (82%),4.6 (84%),7.8 (72%),0.6 (56%),0.2 (100%),0.2 (15%),1,0.7,0.8,0,2,0.1,1,0,0,0,0.4 (67%),1.9 (53%),1.7 (54%),0.2 (50%),5.8,0.6,0.4,0.1,0,0,0,0,6.92
99,99,Pedro Malheiro,24,24,88,2112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,528min,0.2,0.7,0.2,0,24%,0,0%,0,0%,02-May,02-Dec,1,0,3,0,3,2.6,69.2,5,0.7,37.2 (84%),16.8 (89%),20.8 (74%),2.0 (47%),1.3 (40%),0.4 (15%),9,1.4,2.1,0.3,5.3,1.2,1.9,0,0,2,1.2 (63%),4.1 (47%),3.5 (48%),0.5 (43%),13.9,1.3,0.3,0,0,6,0,0,6.96
100,100,Serkan Asan,5,4,81,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.8,0.2,0,0%,0,0%,0,0%,0,0/4,0,0,0,0,0,0,67.2,0,0.4,35.6 (76%),15.6 (86%),20.2 (67%),1.0 (21%),1.4 (32%),0.2 (11%),2,2.8,1,0.2,4.6,0.8,3.2,0,0,0,0.2 (50%),2.6 (45%),1.6 (40%),1.0 (56%),15.4,1,0.4,0,0,0,0,0,6.92
101,101,Batista Mendy,24,23,86,2055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2055min,0,0.8,0.3,3,5%,0,0%,0,0%,01-Oct,0/10,0,1,0,0,2,0.84,62.5,1,0.5,45.5 (90%),23.8 (94%),21.9 (84%),2.4 (54%),1.0 (41%),0.2 (36%),0,0.9,1.3,0.2,4.4,0.5,1.5,2,0,0,0.8 (64%),4.6 (53%),3.5 (52%),1.2 (55%),7.4,1.5,1.5,0,0,5,1,1,6.89
102,102,John Lundstram,25,17,69,1713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,857min,0.1,0.8,0.1,1,10%,0,0%,0,0%,Jan-15,01-Jun,0,1,1,0,0,1.08,53.4,3,0.5,40.0 (88%),20.6 (94%),19.4 (82%),3.4 (61%),2.4 (59%),0.0 (25%),0,0.6,1.2,0.2,3.2,0.8,1.4,1,0,1,0.2 (50%),2.6 (47%),1.5 (49%),1.1 (44%),6.8,0.6,0.1,0,0,3,0,0,7
103,103,Okay Yokuşlu,4,1,23,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0,20.5,0,0.3,15.3 (87%),6.3 (96%),9.0 (82%),0.5 (67%),0.5 (67%),0.0 (0%),0,0.3,0.3,0,1.3,0,0.3,0,0,0,0.3 (100%),1.5 (86%),0.8 (100%),0.8 (75%),2.5,0.5,0.3,0,0,1,0,0,6.93
104,104,Salih Malkoçoğlu,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,3.5,0,0,3.0 (86%),2.5 (100%),0.5 (50%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0.5,0,0,0,0,0.0 (0%),0.5 (33%),0.0 (0%),0.5 (100%),0.5,0.5,0,0,0,0,0,0,6.4
105,105,Ozan Tufan,21,13,57,1191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,298min,0.2,0.9,0.6,3,21%,0,0%,0,0%,Apr-13,0/6,2,0,2,0,2,0.98,30.7,1,1,20.3 (85%),8.0 (89%),12.5 (80%),1.0 (72%),0.9 (62%),0.1 (25%),0,0.3,0.9,0.4,3,0.2,0.5,0,1,0,0.4 (57%),2.3 (48%),1.7 (45%),0.7 (58%),5.4,1.2,0.4,0,0,3,0,0,6.94
106,106,Umut Güneş,13,8,47,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.8,0.1,0,0%,0,0%,0,0%,0/5,0/6,0,0,0,1,0,0.61,29.2,0,0.5,18.0 (88%),7.9 (93%),10.2 (84%),0.5 (86%),0.5 (67%),0.2 (100%),0,0.7,0.8,0.2,2.2,0.5,0.2,0,0,0,0.4 (71%),2.6 (40%),1.8 (36%),0.8 (50%),4.9,1.8,0.7,0.2,0,0,0,0,6.82
107,107,Enis Bardhi,15,9,47,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,702min,0.1,1.6,0.5,1,4%,0,0%,0/4,0%,01-Oct,0/14,0,0,1,0,1,1.64,32,2,1.3,16.0 (80%),5.5 (90%),11.4 (68%),0.6 (43%),1.0 (58%),0.9 (33%),0,0.1,0.7,0.3,2.5,0.3,0.3,0,0,0,1.0 (83%),3.2 (55%),3.0 (58%),0.2 (30%),8.4,0.6,1.3,0,0,2,0,0,7.11
108,108,Muhammed Cham,23,11,53,1226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,307min,0.2,1.2,0.3,1,15%,0,0%,0/3,0%,Mar-16,01-Nov,0,4,0,0,7,3.88,42,9,1.7,25.5 (89%),9.0 (95%),17.4 (76%),1.4 (82%),1.0 (67%),1.0 (26%),0,0.1,0.7,0.7,3.1,0.2,0.1,0,0,0,0.6 (43%),2.6 (43%),2.6 (45%),0.0 (11%),9.3,1,1.3,0.1,0,2,0,0,7.16
109,109,Mislav Orsic,6,5,61,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25.0 (82%),0,0,1.7 (59%),0,0.7 (44%),0,0,0,0,2,0.8,0.7,3,0,0,1.3 (80%),2.0 (29%),0,0.0 (0%),0,0.8,0,0.2,0,0,0,0,6.8
110,110,Anthony Nwakaeme,14,9,70,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,975min,0.1,1.8,0.3,3,4%,0,0%,0,0%,Jan-19,0/6,1,0,0,0,3,2.22,48.4,3,1.9,24.7 (81%),6.1 (91%),19.2 (71%),1.4 (77%),2.2 (60%),0.6 (20%),0,0.5,0.7,0.5,3.3,0.3,0.7,0,0,0,1.5 (66%),4.1 (46%),2.9 (43%),1.1 (57%),13.5,0.9,0.7,0.4,0,2,0,0,7.11
111,111,Cihan Çanak,17,8,41,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.8,0.1,1,0%,0,0%,0,0%,0/6,0/7,0,0,0,0,1,0.48,25.6,1,0.3,12.6 (84%),2.9 (94%),9.8 (73%),0.3 (71%),0.4 (58%),0.1 (4%),0,0.1,0.8,0.6,1.9,0.2,0.1,0,0,1,0.7 (46%),2.4 (37%),2.1 (40%),0.3 (24%),7.5,1.4,0.6,0.1,0,1,0,0,6.68
112,112,Edin Visca,21,20,79,1664,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,416min,0.2,2.3,0.4,3,8%,0,0%,0/2,0%,Feb-27,Feb-21,0,1,3,1,6,5.53,53.2,15,2.5,27.0 (79%),8.9 (87%),20.0 (66%),2.0 (60%),2.0 (63%),1.9 (30%),0,0.8,1.1,0.9,3.5,1.1,0.2,0,0,0,0.7 (47%),2.9 (48%),2.7 (48%),0.1 (50%),15.2,0.4,0.9,0.1,0,3,0,1,7.41
