League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
PKO BP Ekstraklasa,Round 11,05/10/24,Stal Mielec,2,Lechia,1,24/25
PKO BP Ekstraklasa,Round 11,05/10/24,Radomiak,0,Raków,2,24/25
PKO BP Ekstraklasa,Round 11,05/10/24,Górnik,0,Zagłębie L.,1,24/25
PKO BP Ekstraklasa,Round 11,05/10/24,Lech,1,Motor,2,24/25
PKO BP Ekstraklasa,Round 11,06/10/24,Śląsk,2,Cracovia,4,24/25
PKO BP Ekstraklasa,Round 11,06/10/24,Pogoń,1,Piast,0,24/25
PKO BP Ekstraklasa,Round 11,06/10/24,Jagiellonia,1,Legia,1,24/25
PKO BP Ekstraklasa,Round 12,18/10/24,Korona,0,Piast,2,24/25
PKO BP Ekstraklasa,Round 12,18/10/24,Lechia,0,Legia,2,24/25
PKO BP Ekstraklasa,Round 12,19/10/24,Motor,3,Widzew Łódź,4,24/25
PKO BP Ekstraklasa,Round 12,19/10/24,Zagłębie L.,1,Jagiellonia,3,24/25
PKO BP Ekstraklasa,Round 12,19/10/24,Cracovia,0,Lech,2,24/25
PKO BP Ekstraklasa,Round 12,20/10/24,GKS Katowice,0,Śląsk,0,24/25
PKO BP Ekstraklasa,Round 12,20/10/24,Górnik,3,Stal Mielec,1,24/25
PKO BP Ekstraklasa,Round 12,20/10/24,Raków,1,Pogoń,0,24/25
PKO BP Ekstraklasa,Round 12,21/10/24,Radomiak,2,Puszcza,0,24/25
PKO BP Ekstraklasa,Round 13,25/10/24,Piast,3,Lechia,3,24/25
PKO BP Ekstraklasa,Round 13,25/10/24,Pogoń,2,Puszcza,1,24/25
PKO BP Ekstraklasa,Round 13,26/10/24,Cracovia,6,Motor,2,24/25
PKO BP Ekstraklasa,Round 13,26/10/24,Śląsk,0,Raków,0,24/25
PKO BP Ekstraklasa,Round 13,26/10/24,Lech,2,Radomiak,1,24/25
PKO BP Ekstraklasa,Round 13,27/10/24,Stal Mielec,2,Zagłębie L.,2,24/25
PKO BP Ekstraklasa,Round 13,27/10/24,Jagiellonia,3,Korona,1,24/25
PKO BP Ekstraklasa,Round 13,27/10/24,Widzew Łódź,0,Górnik,2,24/25
PKO BP Ekstraklasa,Round 13,27/10/24,Legia,4,GKS Katowice,1,24/25
PKO BP Ekstraklasa,Round 14,02/11/24,Raków,1,Stal Mielec,0,24/25
PKO BP Ekstraklasa,Round 14,02/11/24,Motor,4,Pogoń,2,24/25
PKO BP Ekstraklasa,Round 14,02/11/24,Zagłębie L.,,Śląsk,,24/25
PKO BP Ekstraklasa,Round 14,02/11/24,Puszcza,2,Lech,0,24/25
PKO BP Ekstraklasa,Round 14,03/11/24,Radomiak,1,Piast,1,24/25
PKO BP Ekstraklasa,Round 14,03/11/24,Górnik,0,Jagiellonia,2,24/25
PKO BP Ekstraklasa,Round 14,03/11/24,Lechia,1,Cracovia,2,24/25
PKO BP Ekstraklasa,Round 14,03/11/24,Legia,2,Widzew Łódź,1,24/25
PKO BP Ekstraklasa,Round 14,04/11/24,GKS Katowice,1,Korona,2,24/25
PKO BP Ekstraklasa,Round 14,04/11/24,Zagłębie L.,3,Śląsk,0,24/25
PKO BP Ekstraklasa,Round 15,08/11/24,Piast,2,Motor,3,24/25
PKO BP Ekstraklasa,Round 15,08/11/24,Pogoń,0,Radomiak,1,24/25
PKO BP Ekstraklasa,Round 15,09/11/24,Korona,0,Lechia,0,24/25
PKO BP Ekstraklasa,Round 15,09/11/24,Cracovia,3,GKS Katowice,4,24/25
PKO BP Ekstraklasa,Round 15,09/11/24,Widzew Łódź,2,Zagłębie L.,0,24/25
PKO BP Ekstraklasa,Round 15,09/11/24,Śląsk,0,Górnik,1,24/25
PKO BP Ekstraklasa,Round 15,10/11/24,Stal Mielec,2,Puszcza,0,24/25
PKO BP Ekstraklasa,Round 15,10/11/24,Jagiellonia,2,Raków,2,24/25
PKO BP Ekstraklasa,Round 15,10/11/24,Lech,5,Legia,2,24/25
PKO BP Ekstraklasa,Round 16,22/11/24,Zagłębie L.,1,Motor,2,24/25
PKO BP Ekstraklasa,Round 16,22/11/24,Jagiellonia,2,Śląsk,2,24/25
PKO BP Ekstraklasa,Round 16,23/11/24,Lechia,0,Pogoń,3,24/25
PKO BP Ekstraklasa,Round 16,23/11/24,Lech,2,GKS Katowice,0,24/25
PKO BP Ekstraklasa,Round 16,23/11/24,Legia,3,Cracovia,2,24/25
PKO BP Ekstraklasa,Round 16,24/11/24,Radomiak,1,Stal Mielec,2,24/25
PKO BP Ekstraklasa,Round 16,24/11/24,Raków,1,Korona,1,24/25
PKO BP Ekstraklasa,Round 16,24/11/24,Górnik,1,Piast,0,24/25
PKO BP Ekstraklasa,Round 16,25/11/24,Puszcza,2,Widzew Łódź,0,24/25
PKO BP Ekstraklasa,Round 17,29/11/24,Cracovia,1,Zagłębie L.,1,24/25
PKO BP Ekstraklasa,Round 17,29/11/24,Piast,0,Lech,0,24/25
PKO BP Ekstraklasa,Round 17,30/11/24,Śląsk,0,Puszcza,1,24/25
PKO BP Ekstraklasa,Round 17,30/11/24,GKS Katowice,2,Lechia,0,24/25
PKO BP Ekstraklasa,Round 17,30/11/24,Widzew Łódź,2,Raków,3,24/25
PKO BP Ekstraklasa,Round 17,01/12/24,Korona,2,Górnik,4,24/25
PKO BP Ekstraklasa,Round 17,01/12/24,Pogoń,1,Jagiellonia,1,24/25
PKO BP Ekstraklasa,Round 17,01/12/24,Stal Mielec,2,Legia,2,24/25
PKO BP Ekstraklasa,Round 17,02/12/24,Motor,1,Radomiak,0,24/25
PKO BP Ekstraklasa,Round 18,06/12/24,Radomiak,1,GKS Katowice,1,24/25
PKO BP Ekstraklasa,Round 18,06/12/24,Górnik,2,Lech,1,24/25
PKO BP Ekstraklasa,Round 18,07/12/24,Lechia,1,Śląsk,0,24/25
PKO BP Ekstraklasa,Round 18,07/12/24,Widzew Łódź,2,Stal Mielec,1,24/25
PKO BP Ekstraklasa,Round 18,07/12/24,Raków,2,Motor,2,24/25
PKO BP Ekstraklasa,Round 18,08/12/24,Piast,0,Cracovia,0,24/25
PKO BP Ekstraklasa,Round 18,08/12/24,Puszcza,1,Jagiellonia,1,24/25
PKO BP Ekstraklasa,Round 18,08/12/24,Zagłębie L.,0,Legia,3,24/25
PKO BP Ekstraklasa,Round 18,09/12/24,Korona,0,Pogoń,0,24/25
PKO BP Ekstraklasa,Round 19,31/01/25,GKS Katowice,1,Stal Mielec,0,24/25
PKO BP Ekstraklasa,Round 19,31/01/25,Lech,4,Widzew Łódź,1,24/25
PKO BP Ekstraklasa,Round 19,01/02/25,Motor,1,Lechia,1,24/25
PKO BP Ekstraklasa,Round 19,01/02/25,Cracovia,0,Raków,0,24/25
PKO BP Ekstraklasa,Round 19,01/02/25,Pogoń,1,Zagłębie L.,0,24/25
PKO BP Ekstraklasa,Round 19,02/02/25,Górnik,1,Puszcza,1,24/25
PKO BP Ekstraklasa,Round 19,02/02/25,Jagiellonia,5,Radomiak,0,24/25
PKO BP Ekstraklasa,Round 19,02/02/25,Legia,1,Korona,1,24/25
PKO BP Ekstraklasa,Round 19,03/02/25,Śląsk,1,Piast,3,24/25
PKO BP Ekstraklasa,Round 20,07/02/25,Stal Mielec,2,Jagiellonia,1,24/25
PKO BP Ekstraklasa,Round 20,07/02/25,Pogoń,3,Górnik,0,24/25
PKO BP Ekstraklasa,Round 20,08/02/25,Radomiak,1,Śląsk,1,24/25
PKO BP Ekstraklasa,Round 20,08/02/25,Raków,1,GKS Katowice,2,24/25
PKO BP Ekstraklasa,Round 20,08/02/25,Piast,1,Legia,0,24/25
PKO BP Ekstraklasa,Round 20,09/02/25,Korona,1,Motor,0,24/25
PKO BP Ekstraklasa,Round 20,09/02/25,Widzew Łódź,1,Cracovia,1,24/25
PKO BP Ekstraklasa,Round 20,09/02/25,Lechia,1,Lech,0,24/25
PKO BP Ekstraklasa,Round 20,10/02/25,Puszcza,1,Zagłębie L.,2,24/25
PKO BP Ekstraklasa,Round 21,14/02/25,Cracovia,1,Korona,1,24/25
PKO BP Ekstraklasa,Round 21,14/02/25,Lech,0,Raków,1,24/25
PKO BP Ekstraklasa,Round 21,15/02/25,Śląsk,3,Widzew Łódź,0,24/25
PKO BP Ekstraklasa,Round 21,15/02/25,Górnik,3,Radomiak,2,24/25
PKO BP Ekstraklasa,Round 21,15/02/25,Legia,2,Puszcza,0,24/25
PKO BP Ekstraklasa,Round 21,16/02/25,Stal Mielec,1,Pogoń,2,24/25
PKO BP Ekstraklasa,Round 21,16/02/25,GKS Katowice,0,Piast,0,24/25
PKO BP Ekstraklasa,Round 21,16/02/25,Jagiellonia,3,Motor,0,24/25
PKO BP Ekstraklasa,Round 21,17/02/25,Zagłębie L.,1,Lechia,3,24/25
PKO BP Ekstraklasa,Round 22,21/02/25,Piast,2,Stal Mielec,2,24/25
PKO BP Ekstraklasa,Round 22,21/02/25,Raków,1,Górnik,0,24/25
PKO BP Ekstraklasa,Round 22,22/02/25,Korona,2,Śląsk,0,24/25
PKO BP Ekstraklasa,Round 22,22/02/25,Widzew Łódź,0,Pogoń,4,24/25
PKO BP Ekstraklasa,Round 22,22/02/25,Radomiak,3,Legia,1,24/25
PKO BP Ekstraklasa,Round 22,23/02/25,Lechia,0,Puszcza,2,24/25
PKO BP Ekstraklasa,Round 22,23/02/25,Cracovia,2,Jagiellonia,2,24/25
PKO BP Ekstraklasa,Round 22,23/02/25,Lech,3,Zagłębie L.,1,24/25
PKO BP Ekstraklasa,Round 22,24/02/25,Motor,3,GKS Katowice,2,24/25
PKO BP Ekstraklasa,Round 23,28/02/25,Radomiak,1,Widzew Łódź,1,24/25
PKO BP Ekstraklasa,Round 23,28/02/25,Górnik,0,Cracovia,1,24/25
PKO BP Ekstraklasa,Round 23,01/03/25,Stal Mielec,0,Korona,1,24/25
PKO BP Ekstraklasa,Round 23,01/03/25,Pogoń,0,Lech,3,24/25
PKO BP Ekstraklasa,Round 23,01/03/25,Zagłębie L.,0,Piast,1,24/25
PKO BP Ekstraklasa,Round 23,02/03/25,Puszcza,0,Motor,1,24/25
PKO BP Ekstraklasa,Round 23,02/03/25,Legia,3,Śląsk,1,24/25
PKO BP Ekstraklasa,Round 23,02/03/25,Jagiellonia,1,GKS Katowice,0,24/25
PKO BP Ekstraklasa,Round 23,03/03/25,Raków,3,Lechia,1,24/25
PKO BP Ekstraklasa,Round 24,07/03/25,Korona,2,Puszcza,1,24/25
PKO BP Ekstraklasa,Round 24,07/03/25,Śląsk,1,Pogoń,1,24/25
PKO BP Ekstraklasa,Round 24,08/03/25,Cracovia,1,Radomiak,2,24/25
PKO BP Ekstraklasa,Round 24,08/03/25,Piast,0,Raków,3,24/25
PKO BP Ekstraklasa,Round 24,08/03/25,Lech,3,Stal Mielec,1,24/25
PKO BP Ekstraklasa,Round 24,09/03/25,GKS Katowice,1,Zagłębie L.,0,24/25
PKO BP Ekstraklasa,Round 24,09/03/25,Lechia,1,Górnik,2,24/25
PKO BP Ekstraklasa,Round 24,09/03/25,Widzew Łódź,0,Jagiellonia,1,24/25
PKO BP Ekstraklasa,Round 24,10/03/25,Motor,3,Legia,3,24/25
PKO BP Ekstraklasa,Round 25,14/03/25,Radomiak,2,Lechia,1,24/25
PKO BP Ekstraklasa,Round 25,14/03/25,Pogoń,5,Cracovia,2,24/25
PKO BP Ekstraklasa,Round 25,15/03/25,Stal Mielec,1,Śląsk,4,24/25
PKO BP Ekstraklasa,Round 25,15/03/25,Górnik,4,Motor,0,24/25
PKO BP Ekstraklasa,Round 25,15/03/25,Widzew Łódź,1,GKS Katowice,0,24/25
PKO BP Ekstraklasa,Round 25,16/03/25,Puszcza,2,Piast,1,24/25
PKO BP Ekstraklasa,Round 25,16/03/25,Zagłębie L.,1,Korona,1,24/25
PKO BP Ekstraklasa,Round 25,16/03/25,Raków,3,Legia,2,24/25
PKO BP Ekstraklasa,Round 25,16/03/25,Jagiellonia,2,Lech,1,24/25
PKO BP Ekstraklasa,Round 26,28/03/25,Piast,-,Widzew Łódź,-,24/25
PKO BP Ekstraklasa,Round 26,28/03/25,Legia,-,Pogoń,-,24/25
PKO BP Ekstraklasa,Round 26,29/03/25,Cracovia,-,Puszcza,-,24/25
PKO BP Ekstraklasa,Round 26,29/03/25,Lechia,-,Jagiellonia,-,24/25
PKO BP Ekstraklasa,Round 26,29/03/25,Śląsk,-,Lech,-,24/25
PKO BP Ekstraklasa,Round 26,30/03/25,Korona,-,Radomiak,-,24/25
PKO BP Ekstraklasa,Round 26,30/03/25,Motor,-,Stal Mielec,-,24/25
PKO BP Ekstraklasa,Round 26,30/03/25,GKS Katowice,-,Górnik,-,24/25
PKO BP Ekstraklasa,Round 26,31/03/25,Zagłębie L.,-,Raków,-,24/25
PKO BP Ekstraklasa,Round 27,04/04/25,Stal Mielec,-,Cracovia,-,24/25
PKO BP Ekstraklasa,Round 27,04/04/25,Widzew Łódź,-,Lechia,-,24/25
PKO BP Ekstraklasa,Round 27,05/04/25,Radomiak,-,Zagłębie L.,-,24/25
PKO BP Ekstraklasa,Round 27,05/04/25,Śląsk,-,Motor,-,24/25
PKO BP Ekstraklasa,Round 27,05/04/25,Lech,-,Korona,-,24/25
PKO BP Ekstraklasa,Round 27,06/04/25,Jagiellonia,-,Piast,-,24/25
PKO BP Ekstraklasa,Round 27,06/04/25,Górnik,-,Legia,-,24/25
PKO BP Ekstraklasa,Round 27,06/04/25,Pogoń,-,GKS Katowice,-,24/25
PKO BP Ekstraklasa,Round 27,07/04/25,Puszcza,-,Raków,-,24/25
PKO BP Ekstraklasa,Round 28,11/04/25,Zagłębie L.,-,Górnik,-,24/25
PKO BP Ekstraklasa,Round 28,11/04/25,Korona,-,Widzew Łódź,-,24/25
PKO BP Ekstraklasa,Round 28,12/04/25,GKS Katowice,-,Puszcza,-,24/25
PKO BP Ekstraklasa,Round 28,12/04/25,Cracovia,-,Śląsk,-,24/25
PKO BP Ekstraklasa,Round 28,12/04/25,Raków,-,Radomiak,-,24/25
PKO BP Ekstraklasa,Round 28,13/04/25,Piast,-,Pogoń,-,24/25
PKO BP Ekstraklasa,Round 28,13/04/25,Motor,-,Lech,-,24/25
PKO BP Ekstraklasa,Round 28,13/04/25,Legia,-,Jagiellonia,-,24/25
PKO BP Ekstraklasa,Round 28,14/04/25,Lechia,-,Stal Mielec,-,24/25
PKO BP Ekstraklasa,Round 29,19/04/25,Piast,-,Korona,-,24/25
PKO BP Ekstraklasa,Round 29,19/04/25,Śląsk,-,GKS Katowice,-,24/25
PKO BP Ekstraklasa,Round 29,19/04/25,Widzew Łódź,-,Motor,-,24/25
PKO BP Ekstraklasa,Round 29,19/04/25,Pogoń,-,Raków,-,24/25
PKO BP Ekstraklasa,Round 29,21/04/25,Puszcza,-,Radomiak,-,24/25
PKO BP Ekstraklasa,Round 29,21/04/25,Jagiellonia,-,Zagłębie L.,-,24/25
PKO BP Ekstraklasa,Round 29,21/04/25,Legia,-,Lechia,-,24/25
PKO BP Ekstraklasa,Round 29,21/04/25,Lech,-,Cracovia,-,24/25
PKO BP Ekstraklasa,Round 29,22/04/25,Stal Mielec,-,Górnik,-,24/25
PKO BP Ekstraklasa,Round 30,25/04/25,Puszcza,-,Pogoń,-,24/25
PKO BP Ekstraklasa,Round 30,25/04/25,Raków,-,Śląsk,-,24/25
PKO BP Ekstraklasa,Round 30,26/04/25,Lechia,-,Piast,-,24/25
PKO BP Ekstraklasa,Round 30,26/04/25,Motor,-,Cracovia,-,24/25
PKO BP Ekstraklasa,Round 30,26/04/25,GKS Katowice,-,Legia,-,24/25
PKO BP Ekstraklasa,Round 30,27/04/25,Korona,-,Jagiellonia,-,24/25
PKO BP Ekstraklasa,Round 30,27/04/25,Górnik,-,Widzew Łódź,-,24/25
PKO BP Ekstraklasa,Round 30,27/04/25,Radomiak,-,Lech,-,24/25
PKO BP Ekstraklasa,Round 30,28/04/25,Zagłębie L.,-,Stal Mielec,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Cracovia,-,Lechia,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Jagiellonia,-,Górnik,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Lech,-,Puszcza,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Korona,-,GKS Katowice,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Piast,-,Radomiak,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Pogoń,-,Motor,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Śląsk,-,Zagłębie L.,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Stal Mielec,-,Raków,-,24/25
PKO BP Ekstraklasa,Round 31,03/05/25,Widzew Łódź,-,Legia,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,GKS Katowice,-,Cracovia,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Górnik,-,Śląsk,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Lechia,-,Korona,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Legia,-,Lech,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Motor,-,Piast,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Puszcza,-,Stal Mielec,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Radomiak,-,Pogoń,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Raków,-,Jagiellonia,-,24/25
PKO BP Ekstraklasa,Round 32,10/05/25,Zagłębie L.,-,Widzew Łódź,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Cracovia,-,Legia,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,GKS Katowice,-,Lech,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Korona,-,Raków,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Motor,-,Zagłębie L.,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Piast,-,Górnik,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Pogoń,-,Lechia,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Śląsk,-,Jagiellonia,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Stal Mielec,-,Radomiak,-,24/25
PKO BP Ekstraklasa,Round 33,17/05/25,Widzew Łódź,-,Puszcza,-,24/25
PKO BP Ekstraklasa,Round 34,24/05/25,Górnik,-,Korona,-,24/25
PKO BP Ekstraklasa,Round 34,24/05/25,Jagiellonia,-,Pogoń,-,24/25
