League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
Süper Lig,Round 5,15/09/24,Kasımpaşa,0,Fenerbahçe,2,24/25
Süper Lig,Round 5,15/09/24,Kayserispor,2,Eyüpspor,2,24/25
Süper Lig,Round 5,15/09/24,Alanyaspor,0,Hatayspor,0,24/25
Süper Lig,Round 5,15/09/24,Trabzonspor,1,Beşiktaş,1,24/25
Süper Lig,Round 5,16/09/24,Antalyaspor,2,Adana DS,1,24/25
Süper Lig,Round 6,20/09/24,Hatayspor,0,Bodrum,1,24/25
Süper Lig,Round 6,21/09/24,Konyaspor,0,Sivasspor,0,24/25
Süper Lig,Round 6,21/09/24,Fenerbahçe,1,Galatasaray,3,24/25
Süper Lig,Round 6,22/09/24,Rizespor,0,Samsunspor,1,24/25
Süper Lig,Round 6,22/09/24,Kasımpaşa,0,Antalyaspor,0,24/25
Süper Lig,Round 6,22/09/24,Adana DS,0,Alanyaspor,2,24/25
Süper Lig,Round 6,22/09/24,Beşiktaş,2,Eyüpspor,1,24/25
Süper Lig,Round 6,23/09/24,Gaziantep,0,Trabzonspor,0,24/25
Süper Lig,Round 6,23/09/24,Göztepe,3,Kayserispor,0,24/25
Süper Lig,Round 7,27/09/24,Sivasspor,1,Başakşehir,2,24/25
Süper Lig,Round 7,28/09/24,Samsunspor,4,Göztepe,3,24/25
Süper Lig,Round 7,28/09/24,Alanyaspor,1,Rizespor,0,24/25
Süper Lig,Round 7,28/09/24,Galatasaray,3,Kasımpaşa,3,24/25
Süper Lig,Round 7,29/09/24,Eyüpspor,3,Gaziantep,2,24/25
Süper Lig,Round 7,29/09/24,Trabzonspor,3,Konyaspor,2,24/25
Süper Lig,Round 7,29/09/24,Antalyaspor,0,Fenerbahçe,2,24/25
Süper Lig,Round 7,29/09/24,Bodrum,3,Adana DS,1,24/25
Süper Lig,Round 7,30/09/24,Kayserispor,0,Beşiktaş,3,24/25
Süper Lig,Round 8,04/10/24,Rizespor,2,Antalyaspor,1,24/25
Süper Lig,Round 8,05/10/24,Kasımpaşa,0,Bodrum,0,24/25
Süper Lig,Round 8,05/10/24,Göztepe,3,Sivasspor,2,24/25
Süper Lig,Round 8,05/10/24,Başakşehir,1,Kayserispor,1,24/25
Süper Lig,Round 8,05/10/24,Hatayspor,1,Trabzonspor,1,24/25
Süper Lig,Round 8,06/10/24,Konyaspor,2,Eyüpspor,1,24/25
Süper Lig,Round 8,06/10/24,Adana DS,1,Samsunspor,3,24/25
Süper Lig,Round 8,06/10/24,Galatasaray,1,Alanyaspor,0,24/25
Süper Lig,Round 8,06/10/24,Gaziantep,1,Beşiktaş,1,24/25
Süper Lig,Round 9,19/10/24,Kayserispor,2,Gaziantep,2,24/25
Süper Lig,Round 9,19/10/24,Trabzonspor,1,Başakşehir,0,24/25
Süper Lig,Round 9,19/10/24,Antalyaspor,0,Galatasaray,3,24/25
Süper Lig,Round 9,19/10/24,Eyüpspor,1,Göztepe,0,24/25
Süper Lig,Round 9,20/10/24,Sivasspor,3,Hatayspor,2,24/25
Süper Lig,Round 9,20/10/24,Beşiktaş,2,Konyaspor,0,24/25
Süper Lig,Round 9,20/10/24,Alanyaspor,1,Kasımpaşa,2,24/25
Süper Lig,Round 9,20/10/24,Samsunspor,2,Fenerbahçe,2,24/25
Süper Lig,Round 9,21/10/24,Bodrum,0,Rizespor,1,24/25
Süper Lig,Round 10,25/10/24,Adana DS,2,Sivasspor,4,24/25
Süper Lig,Round 10,26/10/24,Hatayspor,0,Kayserispor,1,24/25
Süper Lig,Round 10,26/10/24,Kasımpaşa,1,Samsunspor,4,24/25
Süper Lig,Round 10,26/10/24,Göztepe,2,Trabzonspor,1,24/25
Süper Lig,Round 10,27/10/24,Gaziantep,3,Konyaspor,1,24/25
Süper Lig,Round 10,27/10/24,Alanyaspor,1,Antalyaspor,2,24/25
Süper Lig,Round 10,27/10/24,Fenerbahçe,2,Bodrum,0,24/25
Süper Lig,Round 10,28/10/24,Başakşehir,1,Eyüpspor,1,24/25
Süper Lig,Round 10,28/10/24,Galatasaray,2,Beşiktaş,1,24/25
Süper Lig,Round 11,01/11/24,Gaziantep,2,Göztepe,1,24/25
Süper Lig,Round 11,02/11/24,Sivasspor,2,Rizespor,1,24/25
Süper Lig,Round 11,02/11/24,Kayserispor,0,Adana DS,0,24/25
Süper Lig,Round 11,02/11/24,Beşiktaş,1,Kasımpaşa,3,24/25
Süper Lig,Round 11,03/11/24,Konyaspor,3,Başakşehir,2,24/25
Süper Lig,Round 11,03/11/24,Bodrum,0,Alanyaspor,0,24/25
Süper Lig,Round 11,03/11/24,Eyüpspor,2,Hatayspor,0,24/25
Süper Lig,Round 11,03/11/24,Trabzonspor,2,Fenerbahçe,3,24/25
Süper Lig,Round 11,04/11/24,Samsunspor,2,Antalyaspor,0,24/25
Süper Lig,Round 12,08/11/24,Kasımpaşa,1,Kayserispor,2,24/25
Süper Lig,Round 12,09/11/24,Antalyaspor,3,Bodrum,2,24/25
Süper Lig,Round 12,09/11/24,Hatayspor,3,Gaziantep,1,24/25
Süper Lig,Round 12,09/11/24,Adana DS,0,Eyüpspor,1,24/25
Süper Lig,Round 12,09/11/24,Rizespor,3,Trabzonspor,1,24/25
Süper Lig,Round 12,10/11/24,Göztepe,2,Konyaspor,0,24/25
Süper Lig,Round 12,10/11/24,Galatasaray,3,Samsunspor,2,24/25
Süper Lig,Round 12,10/11/24,Başakşehir,0,Beşiktaş,0,24/25
Süper Lig,Round 12,10/11/24,Fenerbahçe,4,Sivasspor,0,24/25
Süper Lig,Round 13,23/11/24,Eyüpspor,1,Rizespor,2,24/25
Süper Lig,Round 13,23/11/24,Gaziantep,3,Başakşehir,0,24/25
Süper Lig,Round 13,23/11/24,Kayserispor,2,Fenerbahçe,6,24/25
Süper Lig,Round 13,23/11/24,Bodrum,0,Galatasaray,1,24/25
Süper Lig,Round 13,24/11/24,Sivasspor,0,Kasımpaşa,0,24/25
Süper Lig,Round 13,24/11/24,Konyaspor,1,Hatayspor,1,24/25
Süper Lig,Round 13,24/11/24,Samsunspor,1,Alanyaspor,1,24/25
Süper Lig,Round 13,24/11/24,Beşiktaş,2,Göztepe,4,24/25
Süper Lig,Round 13,25/11/24,Trabzonspor,5,Adana DS,0,24/25
Süper Lig,Round 14,29/11/24,Antalyaspor,2,Sivasspor,1,24/25
Süper Lig,Round 14,30/11/24,Samsunspor,4,Bodrum,0,24/25
Süper Lig,Round 14,30/11/24,Adana DS,0,Konyaspor,1,24/25
Süper Lig,Round 14,30/11/24,Alanyaspor,2,Trabzonspor,1,24/25
Süper Lig,Round 14,30/11/24,Başakşehir,4,Göztepe,1,24/25
Süper Lig,Round 14,01/12/24,Rizespor,3,Kayserispor,0,24/25
Süper Lig,Round 14,01/12/24,Galatasaray,2,Eyüpspor,2,24/25
Süper Lig,Round 14,02/12/24,Fenerbahçe,3,Gaziantep,1,24/25
Süper Lig,Round 14,02/12/24,Hatayspor,1,Beşiktaş,1,24/25
Süper Lig,Round 15,06/12/24,Trabzonspor,2,Kasımpaşa,2,24/25
Süper Lig,Round 15,07/12/24,Konyaspor,1,Antalyaspor,1,24/25
Süper Lig,Round 15,07/12/24,Göztepe,3,Adana DS,1,24/25
Süper Lig,Round 15,07/12/24,Beşiktaş,1,Fenerbahçe,0,24/25
Süper Lig,Round 15,08/12/24,Eyüpspor,3,Samsunspor,0,24/25
Süper Lig,Round 15,08/12/24,Kayserispor,2,Alanyaspor,0,24/25
Süper Lig,Round 15,08/12/24,Sivasspor,2,Galatasaray,3,24/25
Süper Lig,Round 15,08/12/24,Başakşehir,3,Hatayspor,0,24/25
Süper Lig,Round 15,09/12/24,Gaziantep,1,Rizespor,0,24/25
Süper Lig,Round 16,13/12/24,Bodrum,2,Sivasspor,0,24/25
Süper Lig,Round 16,13/12/24,Kasımpaşa,2,Eyüpspor,0,24/25
Süper Lig,Round 16,14/12/24,Rizespor,1,Konyaspor,1,24/25
Süper Lig,Round 16,14/12/24,Alanyaspor,3,Gaziantep,0,24/25
Süper Lig,Round 16,15/12/24,Hatayspor,1,Göztepe,1,24/25
Süper Lig,Round 16,15/12/24,Antalyaspor,2,Kayserispor,0,24/25
Süper Lig,Round 16,15/12/24,Fenerbahçe,3,Başakşehir,1,24/25
Süper Lig,Round 16,16/12/24,Adana DS,2,Beşiktaş,1,24/25
Süper Lig,Round 16,16/12/24,Galatasaray,4,Trabzonspor,3,24/25
Süper Lig,Round 17,20/12/24,Eyüpspor,1,Fenerbahçe,1,24/25
Süper Lig,Round 17,21/12/24,Sivasspor,0,Samsunspor,0,24/25
Süper Lig,Round 17,21/12/24,Beşiktaş,1,Alanyaspor,1,24/25
Süper Lig,Round 17,22/12/24,Gaziantep,2,Antalyaspor,0,24/25
Süper Lig,Round 17,22/12/24,Göztepe,3,Rizespor,0,24/25
Süper Lig,Round 17,22/12/24,Kayserispor,1,Galatasaray,5,24/25
Süper Lig,Round 17,22/12/24,Trabzonspor,1,Bodrum,0,24/25
Süper Lig,Round 17,23/12/24,Başakşehir,2,Kasımpaşa,2,24/25
Süper Lig,Round 17,23/12/24,Hatayspor,1,Adana DS,3,24/25
Süper Lig,Round 18,03/01/25,Alanyaspor,2,Konyaspor,1,24/25
Süper Lig,Round 18,03/01/25,Rizespor,1,Beşiktaş,1,24/25
Süper Lig,Round 18,04/01/25,Adana DS,0,Başakşehir,1,24/25
Süper Lig,Round 18,04/01/25,Antalyaspor,1,Eyüpspor,4,24/25
Süper Lig,Round 18,04/01/25,Galatasaray,2,Göztepe,1,24/25
Süper Lig,Round 18,04/01/25,Samsunspor,2,Trabzonspor,1,24/25
Süper Lig,Round 18,05/01/25,Kasımpaşa,2,Gaziantep,2,24/25
Süper Lig,Round 18,05/01/25,Bodrum,1,Kayserispor,1,24/25
Süper Lig,Round 18,05/01/25,Fenerbahçe,2,Hatayspor,1,24/25
Süper Lig,Round 19,11/01/25,Kayserispor,0,Samsunspor,1,24/25
Süper Lig,Round 19,11/01/25,Hatayspor,1,Rizespor,2,24/25
Süper Lig,Round 19,11/01/25,Beşiktaş,2,Bodrum,1,24/25
Süper Lig,Round 19,12/01/25,Sivasspor,1,Alanyaspor,1,24/25
Süper Lig,Round 19,12/01/25,Trabzonspor,5,Antalyaspor,0,24/25
Süper Lig,Round 19,12/01/25,Başakşehir,1,Galatasaray,2,24/25
Süper Lig,Round 19,12/01/25,Gaziantep,1,Adana DS,0,24/25
Süper Lig,Round 19,13/01/25,Göztepe,5,Kasımpaşa,0,24/25
Süper Lig,Round 19,13/01/25,Konyaspor,2,Fenerbahçe,3,24/25
Süper Lig,Round 20,17/01/25,Hatayspor,1,Galatasaray,1,24/25
Süper Lig,Round 20,18/01/25,Başakşehir,2,Rizespor,0,24/25
Süper Lig,Round 20,18/01/25,Gaziantep,0,Bodrum,0,24/25
Süper Lig,Round 20,18/01/25,Beşiktaş,0,Samsunspor,0,24/25
Süper Lig,Round 20,19/01/25,Göztepe,1,Antalyaspor,0,24/25
Süper Lig,Round 20,19/01/25,Konyaspor,3,Kasımpaşa,3,24/25
Süper Lig,Round 20,19/01/25,Adana DS,0,Fenerbahçe,4,24/25
Süper Lig,Round 20,19/01/25,Eyüpspor,3,Alanyaspor,0,24/25
Süper Lig,Round 20,20/01/25,Trabzonspor,4,Sivasspor,0,24/25
Süper Lig,Round 21,24/01/25,Samsunspor,2,Gaziantep,1,24/25
Süper Lig,Round 21,25/01/25,Sivasspor,5,Kayserisporx2,2,24/25
Süper Lig,Round 21,25/01/25,Alanyaspor,5,Başakşehir,4,24/25
Süper Lig,Round 21,25/01/25,Galatasaray,1,Konyaspor,0,24/25
Süper Lig,Round 21,26/01/25,Rizespor,3,Adana DS,2,24/25
Süper Lig,Round 21,26/01/25,Antalyaspor,1,Beşiktaş,1,24/25
Süper Lig,Round 21,26/01/25,Bodrum,0,Eyüpspor,1,24/25
Süper Lig,Round 21,26/01/25,Fenerbahçe,3,Göztepe,2,24/25
Süper Lig,Round 21,27/01/25,Kasımpaşa,5,Hatayspor,4,24/25
Süper Lig,Round 22,31/01/25,Eyüpspor,1,Sivassporx2,0,24/25
Süper Lig,Round 22,31/01/25,Konyaspor,3,Bodrum,1,24/25
Süper Lig,Round 22,01/02/25,Hatayspor,2,Antalyaspor,3,24/25
Süper Lig,Round 22,01/02/25,Kayserispor,0,Trabzonspor,0,24/25
Süper Lig,Round 22,01/02/25,Başakşehir,4,Samsunspor,0,24/25
Süper Lig,Round 22,02/02/25,Adana DS,3,Kasımpaşa,5,24/25
Süper Lig,Round 22,02/02/25,Göztepe,0,Alanyaspor,1,24/25
Süper Lig,Round 22,02/02/25,Fenerbahçe,3,Rizesporx2,2,24/25
Süper Lig,Round 22,03/02/25,Gaziantep,0,Galatasaray,1,24/25
Süper Lig,Round 23,07/02/25,Samsunspor,2,Hatayspor,0,24/25
Süper Lig,Round 23,08/02/25,Kayserispor,3,Konyaspor,2,24/25
Süper Lig,Round 23,08/02/25,Sivasspor,0,Beşiktaş,2,24/25
Süper Lig,Round 23,09/02/25,Kasımpaşa,3,Rizespor,2,24/25
Süper Lig,Round 23,09/02/25,Alanyaspor,0,Fenerbahçe,2,24/25
Süper Lig,Round 23,09/02/25,Antalyaspor,0,Başakşehir,0,24/25
Süper Lig,Round 23,09/02/25,Galatasaray,3,Adana DS,0,24/25
Süper Lig,Round 23,10/02/25,Bodrum,0,Göztepe,0,24/25
Süper Lig,Round 23,10/02/25,Trabzonspor,1,Eyüpspor,0,24/25
Süper Lig,Round 24,14/02/25,Adana DS,1,Antalyaspor,1,24/25
Süper Lig,Round 24,15/02/25,Gaziantep,2,Sivasspor,1,24/25
Süper Lig,Round 24,15/02/25,Başakşehir,0,Bodrum,1,24/25
Süper Lig,Round 24,15/02/25,Beşiktaş,2,Trabzonspor,1,24/25
Süper Lig,Round 24,16/02/25,Hatayspor,1,Alanyaspor,0,24/25
Süper Lig,Round 24,16/02/25,Eyüpspor,1,Kayserispor,1,24/25
Süper Lig,Round 24,16/02/25,Konyaspor,0,Samsunspor,1,24/25
Süper Lig,Round 24,16/02/25,Fenerbahçe,3,Kasımpaşa,1,24/25
Süper Lig,Round 24,17/02/25,Rizespor,1,Galatasaray,2,24/25
Süper Lig,Round 25,21/02/25,Bodrum,1,Hatayspor,0,24/25
Süper Lig,Round 25,21/02/25,Eyüpspor,1,Beşiktaş,3,24/25
Süper Lig,Round 25,22/02/25,Sivasspor,1,Konyaspor,1,24/25
Süper Lig,Round 25,22/02/25,Antalyaspor,2,Kasımpaşa,1,24/25
Süper Lig,Round 25,22/02/25,Samsunspor,2,Rizespor,3,24/25
Süper Lig,Round 25,23/02/25,Kayserispor,1,Göztepe,0,24/25
Süper Lig,Round 25,23/02/25,Alanyaspor,3,Adana DS,2,24/25
Süper Lig,Round 25,23/02/25,Trabzonspor,3,Gaziantep,2,24/25
Süper Lig,Round 25,24/02/25,Galatasaray,0,Fenerbahçe,0,24/25
Süper Lig,Round 26,01/03/25,Adana DS,0,Bodrum,0,24/25
Süper Lig,Round 26,01/03/25,Beşiktaş,2,Kayserispor,0,24/25
Süper Lig,Round 26,02/03/25,Rizespor,3,Alanyaspor,1,24/25
Süper Lig,Round 26,02/03/25,Kasımpaşa,3,Galatasaray,3,24/25
Süper Lig,Round 26,02/03/25,Fenerbahçe,3,Antalyaspor,0,24/25
Süper Lig,Round 26,03/03/25,Gaziantep,3,Eyüpspor,1,24/25
Süper Lig,Round 26,03/03/25,Konyaspor,1,Trabzonspor,0,24/25
Süper Lig,Round 26,03/03/25,Başakşehir,1,Sivasspor,0,24/25
Süper Lig,Round 26,03/03/25,Göztepe,2,Samsunspor,2,24/25
Süper Lig,Round 27,07/03/25,Bodrum,1,Kasımpaşa,0,24/25
Süper Lig,Round 27,08/03/25,Kayserispor,3,Başakşehir,1,24/25
Süper Lig,Round 27,08/03/25,Antalyaspor,2,Rizespor,1,24/25
Süper Lig,Round 27,08/03/25,Trabzonspor,1,Hatayspor,2,24/25
Süper Lig,Round 27,09/03/25,Sivasspor,3,Göztepe,1,24/25
Süper Lig,Round 27,09/03/25,Eyüpspor,2,Konyaspor,1,24/25
Süper Lig,Round 27,09/03/25,Samsunspor,3,Adana DS,2,24/25
Süper Lig,Round 27,09/03/25,Alanyaspor,1,Galatasaray,2,24/25
Süper Lig,Round 27,10/03/25,Beşiktaş,1,Gaziantep,2,24/25
Süper Lig,Round 28,14/03/25,Galatasaray,4,Antalyaspor,0,24/25
Süper Lig,Round 28,15/03/25,Gaziantep,1,Kayserispor,0,24/25
Süper Lig,Round 28,15/03/25,Kasımpaşa,2,Alanyaspor,1,24/25
Süper Lig,Round 28,15/03/25,Başakşehir,0,Trabzonspor,3,24/25
Süper Lig,Round 28,15/03/25,Konyasporx2,1,Beşiktaş,0,24/25
Süper Lig,Round 28,16/03/25,Rizespor,0,Bodrum,2,24/25
Süper Lig,Round 28,16/03/25,Göztepe,1,Eyüpspor,1,24/25
Süper Lig,Round 28,16/03/25,Hatayspor,3,Sivasspor,2,24/25
Süper Lig,Round 28,16/03/25,Fenerbahçe,0,Samsunspor,0,24/25
Süper Lig,Round 29,28/03/25,Antalyaspor,-,Alanyaspor,-,24/25
Süper Lig,Round 29,28/03/25,Kayserispor,-,Hatayspor,-,24/25
Süper Lig,Round 29,28/03/25,Bodrum,-,Fenerbahçe,-,24/25
Süper Lig,Round 29,28/03/25,Konyaspor,-,Gaziantep,-,24/25
Süper Lig,Round 29,29/03/25,Sivasspor,-,Adana DS,-,24/25
Süper Lig,Round 29,29/03/25,Samsunspor,-,Kasımpaşa,-,24/25
Süper Lig,Round 29,29/03/25,Trabzonspor,-,Göztepe,-,24/25
Süper Lig,Round 29,29/03/25,Beşiktaş,-,Galatasaray,-,24/25
Süper Lig,Round 29,31/03/25,Eyüpspor,-,Başakşehir,-,24/25
Süper Lig,Round 30,05/04/25,Rizespor,-,Sivasspor,-,24/25
Süper Lig,Round 30,05/04/25,Başakşehir,-,Konyaspor,-,24/25
Süper Lig,Round 30,05/04/25,Antalyaspor,-,Samsunspor,-,24/25
Süper Lig,Round 30,06/04/25,Alanyaspor,-,Bodrum,-,24/25
Süper Lig,Round 30,06/04/25,Hatayspor,-,Eyüpspor,-,24/25
Süper Lig,Round 30,06/04/25,Adana DS,-,Kayserispor,-,24/25
Süper Lig,Round 30,06/04/25,Fenerbahçe,-,Trabzonspor,-,24/25
Süper Lig,Round 30,07/04/25,Göztepe,-,Gaziantep,-,24/25
Süper Lig,Round 30,07/04/25,Kasımpaşa,-,Beşiktaş,-,24/25
Süper Lig,Round 31,13/04/25,Beşiktaş,-,Başakşehir,-,24/25
Süper Lig,Round 31,13/04/25,Bodrum,-,Antalyaspor,-,24/25
Süper Lig,Round 31,13/04/25,Eyüpspor,-,Adana DS,-,24/25
Süper Lig,Round 31,13/04/25,Gaziantep,-,Hatayspor,-,24/25
Süper Lig,Round 31,13/04/25,Kayserispor,-,Kasımpaşa,-,24/25
Süper Lig,Round 31,13/04/25,Konyaspor,-,Göztepe,-,24/25
Süper Lig,Round 31,13/04/25,Samsunspor,-,Galatasaray,-,24/25
Süper Lig,Round 31,13/04/25,Sivasspor,-,Fenerbahçe,-,24/25
Süper Lig,Round 31,13/04/25,Trabzonspor,-,Rizespor,-,24/25
Süper Lig,Round 32,20/04/25,Adana DS,-,Trabzonspor,-,24/25
Süper Lig,Round 32,20/04/25,Alanyaspor,-,Samsunspor,-,24/25
Süper Lig,Round 32,20/04/25,Başakşehir,-,Gaziantep,-,24/25
Süper Lig,Round 32,20/04/25,Rizespor,-,Eyüpspor,-,24/25
Süper Lig,Round 32,20/04/25,Fenerbahçe,-,Kayserispor,-,24/25
Süper Lig,Round 32,20/04/25,Galatasaray,-,Bodrum,-,24/25
Süper Lig,Round 32,20/04/25,Göztepe,-,Beşiktaş,-,24/25
Süper Lig,Round 32,20/04/25,Hatayspor,-,Konyaspor,-,24/25
Süper Lig,Round 32,20/04/25,Kasımpaşa,-,Sivasspor,-,24/25
Süper Lig,Round 33,27/04/25,Beşiktaş,-,Hatayspor,-,24/25
Süper Lig,Round 33,27/04/25,Bodrum,-,Samsunspor,-,24/25
Süper Lig,Round 33,27/04/25,Eyüpspor,-,Galatasaray,-,24/25
Süper Lig,Round 33,27/04/25,Gaziantep,-,Fenerbahçe,-,24/25
Süper Lig,Round 33,27/04/25,Göztepe,-,Başakşehir,-,24/25
Süper Lig,Round 33,27/04/25,Kayserispor,-,Rizespor,-,24/25
Süper Lig,Round 33,27/04/25,Konyaspor,-,Adana DS,-,24/25
Süper Lig,Round 33,27/04/25,Sivasspor,-,Antalyaspor,-,24/25
Süper Lig,Round 33,27/04/25,Trabzonspor,-,Alanyaspor,-,24/25
Süper Lig,Round 34,04/05/25,Adana DS,-,Göztepe,-,24/25
Süper Lig,Round 34,04/05/25,Alanyaspor,-,Kayserispor,-,24/25
Süper Lig,Round 34,04/05/25,Antalyaspor,-,Konyaspor,-,24/25
Süper Lig,Round 34,04/05/25,Rizespor,-,Gaziantep,-,24/25
Süper Lig,Round 34,04/05/25,Fenerbahçe,-,Beşiktaş,-,24/25
Süper Lig,Round 34,04/05/25,Galatasaray,-,Sivasspor,-,24/25
Süper Lig,Round 34,04/05/25,Hatayspor,-,Başakşehir,-,24/25
Süper Lig,Round 34,04/05/25,Kasımpaşa,-,Trabzonspor,-,24/25
Süper Lig,Round 34,04/05/25,Samsunspor,-,Eyüpspor,-,24/25
Süper Lig,Round 35,11/05/25,Başakşehir,-,Fenerbahçe,-,24/25
Süper Lig,Round 35,11/05/25,Beşiktaş,-,Adana DS,-,24/25
Süper Lig,Round 35,11/05/25,Eyüpspor,-,Kasımpaşa,-,24/25
Süper Lig,Round 35,11/05/25,Gaziantep,-,Alanyaspor,-,24/25
Süper Lig,Round 35,11/05/25,Göztepe,-,Hatayspor,-,24/25
Süper Lig,Round 35,11/05/25,Kayserispor,-,Antalyaspor,-,24/25
Süper Lig,Round 35,11/05/25,Konyaspor,-,Rizespor,-,24/25
Süper Lig,Round 35,11/05/25,Sivasspor,-,Bodrum,-,24/25
Süper Lig,Round 35,11/05/25,Trabzonspor,-,Galatasaray,-,24/25
Süper Lig,Round 36,18/05/25,Adana DS,-,Hatayspor,-,24/25
Süper Lig,Round 36,18/05/25,Alanyaspor,-,Beşiktaş,-,24/25
Süper Lig,Round 36,18/05/25,Antalyaspor,-,Gaziantep,-,24/25
Süper Lig,Round 36,18/05/25,Bodrum,-,Trabzonspor,-,24/25
Süper Lig,Round 36,18/05/25,Rizespor,-,Göztepe,-,24/25
Süper Lig,Round 36,18/05/25,Fenerbahçe,-,Eyüpspor,-,24/25
Süper Lig,Round 36,18/05/25,Galatasaray,-,Kayserispor,-,24/25
Süper Lig,Round 36,18/05/25,Kasımpaşa,-,Başakşehir,-,24/25
Süper Lig,Round 36,18/05/25,Samsunspor,-,Sivasspor,-,24/25
Süper Lig,Round 37,25/05/25,Başakşehir,-,Adana DS,-,24/25
Süper Lig,Round 37,25/05/25,Beşiktaş,-,Rizespor,-,24/25
Süper Lig,Round 37,25/05/25,Eyüpspor,-,Antalyaspor,-,24/25
Süper Lig,Round 37,25/05/25,Gaziantep,-,Kasımpaşa,-,24/25
Süper Lig,Round 37,25/05/25,Göztepe,-,Galatasaray,-,24/25
Süper Lig,Round 37,25/05/25,Hatayspor,-,Fenerbahçe,-,24/25
Süper Lig,Round 37,25/05/25,Kayserispor,-,Bodrum,-,24/25
Süper Lig,Round 37,25/05/25,Konyaspor,-,Alanyaspor,-,24/25
Süper Lig,Round 37,25/05/25,Trabzonspor,-,Samsunspor,-,24/25
Süper Lig,Round 38,01/06/25,Adana DS,-,Gaziantep,-,24/25
Süper Lig,Round 38,01/06/25,Alanyaspor,-,Sivasspor,-,24/25
Süper Lig,Round 38,01/06/25,Antalyaspor,-,Trabzonspor,-,24/25
Süper Lig,Round 38,01/06/25,Bodrum,-,Beşiktaş,-,24/25
Süper Lig,Round 38,01/06/25,Rizespor,-,Hatayspor,-,24/25
Süper Lig,Round 38,01/06/25,Fenerbahçe,-,Konyaspor,-,24/25
Süper Lig,Round 38,01/06/25,Galatasaray,-,Başakşehir,-,24/25
Süper Lig,Round 38,01/06/25,Kasımpaşa,-,Göztepe,-,24/25
Süper Lig,Round 38,01/06/25,Samsunspor,-,Kayserispor,-,24/25
1.Lig,Round 1,12/08/22,Altay,0,Samsunspor,2,22/23
1.Lig,Round 1,13/08/22,Manisa,0,Boluspor,1,22/23
1.Lig,Round 1,13/08/22,Rizespor,1,Keçiörengücü,1,22/23
1.Lig,Round 1,13/08/22,Eyüpspor,1,Denizlispor,0,22/23
1.Lig,Round 1,13/08/22,Gençlerbirliği,3,Altınordu,3,22/23
1.Lig,Round 1,14/08/22,Bodrum,3,Yeni Malatyaspor,1,22/23
1.Lig,Round 1,14/08/22,Sakaryaspor,0,Göztepe,1,22/23
1.Lig,Round 1,15/08/22,Adanaspor,1,Beykoz Anadolu,1,22/23
1.Lig,Round 1,15/08/22,Erzurumspor,0,Pendikspor,0,22/23
1.Lig,Round 2,19/08/22,Boluspor,1,Gençlerbirliği,2,22/23
1.Lig,Round 2,20/08/22,Beykoz Anadolu,0,Bandırmaspor,2,22/23
1.Lig,Round 2,20/08/22,Samsunspor,1,Eyüpspor,1,22/23
1.Lig,Round 2,20/08/22,Altınordu,0,Sakaryaspor,2,22/23
1.Lig,Round 2,21/08/22,Keçiörengücü,1,Bodrum,3,22/23
1.Lig,Round 2,21/08/22,Pendikspor,1,Altay,0,22/23
1.Lig,Round 2,21/08/22,Yeni Malatyaspor,1,Adanaspor,1,22/23
1.Lig,Round 2,21/08/22,Göztepe,1,Erzurumspor,1,22/23
1.Lig,Round 2,22/08/22,Denizlispor,0,Rizespor,0,22/23
1.Lig,Round 3,26/08/22,Eyüpspor,3,Yeni Malatyaspor,2,22/23
1.Lig,Round 3,27/08/22,Manisa,3,Denizlispor,2,22/23
1.Lig,Round 3,27/08/22,Erzurumsporx2,2,Samsunspor,2,22/23
1.Lig,Round 3,27/08/22,Boluspor,1,Altınordu,1,22/23
1.Lig,Round 3,28/08/22,Bandırmaspor,2,Göztepe,1,22/23
1.Lig,Round 3,28/08/22,Bodrum,3,Adanaspor,3,22/23
1.Lig,Round 3,28/08/22,Gençlerbirliği,1,Pendikspor,2,22/23
1.Lig,Round 3,28/08/22,Altay,1,Keçiörengücü,3,22/23
1.Lig,Round 3,29/08/22,Sakaryaspor,2,Beykoz Anadolu,0,22/23
1.Lig,Round 4,02/09/22,Göztepe,0,Gençlerbirliği,0,22/23
1.Lig,Round 4,03/09/22,Beykoz Anadolu,4,Erzurumspor,1,22/23
1.Lig,Round 4,03/09/22,Bodrum,3,Eyüpsporx2,0,22/23
1.Lig,Round 4,03/09/22,Yeni Malatyasporx2,0,Rizespor,4,22/23
1.Lig,Round 4,04/09/22,Keçiörengücü,2,Sakaryaspor,1,22/23
1.Lig,Round 4,04/09/22,Pendikspor,0,Boluspor,1,22/23
1.Lig,Round 4,04/09/22,Adanaspor,1,Altay,1,22/23
1.Lig,Round 4,04/09/22,Denizlispor,0,Bandırmaspor,1,22/23
1.Lig,Round 4,05/09/22,Samsunspor,0,Manisa,1,22/23
1.Lig,Round 5,09/09/22,Boluspor,1,Göztepe,0,22/23
1.Lig,Round 5,10/09/22,Bandırmaspor,2,Keçiörengücü,2,22/23
1.Lig,Round 5,10/09/22,Gençlerbirliği,1,Beykoz Anadolu,2,22/23
1.Lig,Round 5,10/09/22,Sakaryaspor,2,Denizlispor,1,22/23
1.Lig,Round 5,11/09/22,Rizespor,1,Samsunspor,1,22/23
1.Lig,Round 5,11/09/22,Manisa,2,Yeni Malatyaspor,2,22/23
